plotID,date,year,doy,ndvi,nbr,npix
HARV_002,2025-12-12,2025,346,-0.0149,-0.046,16
HARV_012,2025-12-12,2025,346,0.4469,0.3778,16
HARV_026,2025-12-12,2025,346,0.2993,0.3509,16
HARV_016,2025-12-12,2025,346,0.3733,0.3993,16
HARV_021,2025-12-12,2025,346,0.2094,0.3581,16
HARV_017,2025-12-12,2025,346,0.2608,0.4566,16
HARV_013,2025-11-29,2025,333,0.2756,0.1429,16
HARV_022,2025-11-29,2025,333,0.3406,0.2634,16
HARV_008,2025-11-29,2025,333,0.425,0.3349,16
HARV_004,2025-11-29,2025,333,0.3125,0.2294,16
HARV_024,2025-11-29,2025,333,0.4321,0.3479,16
HARV_010,2025-11-29,2025,333,0.3812,0.3177,16
HARV_006,2025-11-29,2025,333,0.4332,0.3604,16
HARV_001,2025-11-29,2025,333,0.3131,0.2268,16
HARV_005,2025-11-29,2025,333,0.4383,0.2987,16
HARV_027,2025-11-29,2025,333,0.362,0.2859,16
HARV_043,2025-11-29,2025,333,0.2268,0.2431,16
HARV_035,2025-11-29,2025,333,0.4655,0.4154,16
HARV_037,2025-11-29,2025,333,0.2888,0.2685,16
HARV_020,2025-11-29,2025,333,0.2908,0.2171,16
HARV_023,2025-11-29,2025,333,0.3042,0.2198,16
HARV_011,2025-11-29,2025,333,0.3092,0.211,16
HARV_025,2025-11-29,2025,333,-0.0093,-0.0173,16
HARV_002,2025-11-29,2025,333,0.2409,0.1648,16
HARV_012,2025-11-29,2025,333,0.1434,0.0394,16
HARV_026,2025-11-29,2025,333,0.4621,0.3842,16
HARV_016,2025-11-29,2025,333,0.3467,0.2225,16
HARV_039,2025-11-29,2025,333,0.4055,0.3711,16
HARV_021,2025-11-29,2025,333,0.353,0.2762,16
HARV_045,2025-11-29,2025,333,0.2435,0.2146,16
HARV_041,2025-11-29,2025,333,0.187,0.2777,16
HARV_038,2025-11-29,2025,333,0.4049,0.3333,16
HARV_050,2025-11-29,2025,333,0.268,0.2431,16
HARV_048,2025-11-29,2025,333,0.3789,0.3285,16
HARV_036,2025-11-29,2025,333,0.175,0.1786,16
HARV_052,2025-11-29,2025,333,0.2371,0.2229,16
HARV_049,2025-11-29,2025,333,0.3859,0.3094,16
HARV_047,2025-11-29,2025,333,0.1689,0.1699,16
HARV_044,2025-11-29,2025,333,0.193,0.1567,16
HARV_040,2025-11-29,2025,333,0.1849,0.1889,16
HARV_046,2025-11-29,2025,333,0.2102,0.2094,16
HARV_033,2025-11-29,2025,333,0.1827,0.2012,16
HARV_051,2025-11-29,2025,333,0.1515,0.0793,16
HARV_034,2025-11-29,2025,333,0.3591,0.3192,16
HARV_042,2025-11-29,2025,333,0.2398,0.209,16
HARV_015,2025-11-29,2025,333,0.1762,0.3274,16
HARV_017,2025-11-29,2025,333,-0.0145,-0.01,16
HARV_013,2025-11-29,2025,333,0.4869,0.4094,16
HARV_022,2025-11-29,2025,333,0.3878,0.3062,16
HARV_008,2025-11-29,2025,333,0.2135,0.219,16
HARV_004,2025-11-29,2025,333,0.2939,0.2566,16
HARV_024,2025-11-29,2025,333,0.4197,0.3443,16
