r_modis_pml,modis_only_beta,modis_only_p,pml_only_beta,pml_only_p,modis_joint,pml_joint,vif_between_gpp
0.8517871862193304,-0.006410765261063737,0.8494797286759699,0.058424305286431485,0.12381983337083718,-0.052891475193080434,0.08103581869212072,3.643536907382821
