src,response,rs,beta_int,p_int,n
gami,Hill q1,SAVI_mean,-0.11234769664588443,0.027372817032613114,601
gami,Hill q1,Deep_Gap_mean,0.033738437062763846,0.423837673848362,622
gami,Hill q1,LAI_mean,-0.23231518154263175,7.36558836369578e-05,622
gami,Hill q2,NDVI_mean,-0.07134879227267396,0.10213825869992019,601
