src,trend,beta_age,p,n
gami,Rugosity_trend,0.061073199493317666,0.4411251496352382,419
gami,FHD_trend,-0.04893028065221759,0.4984694730925249,419
gami,VCI_trend,-0.24775410115558225,0.0008791935161882798,419
gami,Gini_trend,0.04218563971524511,0.6237195429217313,419
gami,Deep_Gap_trend,0.28273386068435136,0.00018765311968158124,419
gami,Max_Ht_trend,0.08938456962248259,0.187143913816047,419
gami,LAI_trend,-0.21836275193580715,0.0029297557351541004,419
gami,Canopy_Ht_trend,0.2588278864522522,0.001275760538561619,419
