plotID,rich_after,rich_before,q1_after,q1_before,q2_after,q2_before,cov_after,cov_before,nyr_after,nyr_before,drich,dq1,dq2,impact,severity,recency
ORNL_001,14.0,17.0,10.308104200558095,10.641872293833904,8.347721822541965,8.206581352833638,0.9327828480370853,0.9901482685581992,1.0,3.0,-3.0,-0.33376809327580936,0.1411404697083274,0,0.0,
ORNL_002,6.0,10.0,2.1122150483967723,2.9275407190607927,1.4763299170326984,1.8244846251295634,0.964297520661157,0.9831460674157303,1.0,3.0,-4.0,-0.8153256706640204,-0.348154708096865,0,0.0,
ORNL_003,16.0,18.0,7.678814305388545,10.097743139680945,4.340836012861736,6.602184087363495,0.9570048309178744,0.9892479435957697,1.0,3.0,-2.0,-2.4189288342924007,-2.2613480745017593,0,0.0,
ORNL_004,8.0,7.0,6.250810567890118,5.494659847656733,5.348148148148148,4.8432432432432435,0.9473684210526316,1.0,1.0,3.0,1.0,0.7561507202333848,0.5049049049049046,0,0.0,
ORNL_006,10.0,13.0,6.23695773446445,7.358285903122664,4.435041716328963,4.985964912280703,0.9682707562136436,1.0,1.0,3.0,-3.0,-1.1213281686582146,-0.5509231959517393,0,0.0,
ORNL_007,18.0,21.0,6.936057991881902,13.060041407222768,3.8090793381417054,9.74779434134469,0.9555580307418133,0.9834876002391308,1.0,3.0,-3.0,-6.123983415340866,-5.938715003202985,0,0.0,
ORNL_008,14.0,14.0,7.4977170938052895,6.914313484442922,5.435736677115987,4.680577849117175,0.9513656150082823,1.0,1.0,3.0,0.0,0.5834036093623673,0.7551588279988115,0,0.0,
ORNL_009,25.0,24.0,15.891560748742574,14.768417941328657,12.6673721340388,11.496589358799456,0.9813711919088179,0.9969515127036331,1.0,3.0,1.0,1.1231428074139167,1.1707827752393438,0,0.0,
ORNL_010,15.0,15.0,9.796582834002443,9.793155072404401,7.5348837209302335,7.733812949640287,0.9455938697318008,0.9953488372093023,1.0,3.0,0.0,0.003427761598041812,-0.19892922871005325,0,0.0,
ORNL_012,6.0,6.0,2.996658266606373,2.694824533757811,2.2072072072072073,1.9729919326552083,0.9159340659340659,0.9873504273504273,1.0,2.0,0.0,0.3018337328485621,0.23421527455199898,0,0.0,
ORNL_014,13.0,13.0,3.243744091868722,8.06550053308943,1.8201539538138554,5.768687463213656,0.9415621986499518,1.0,1.0,2.0,0.0,-4.821756441220709,-3.9485335093998004,0,0.0,
ORNL_021,6.0,4.0,5.298702257124208,2.5862915346412274,4.571428571428571,1.9537572254335263,0.375,1.0,1.0,2.0,2.0,2.7124107224829803,2.6176713459950447,0,0.0,
ORNL_027,15.0,22.0,10.201984903365696,11.453770149050262,7.83365570599613,7.620812429195663,0.9671586715867159,0.9770435492373357,1.0,3.0,-7.0,-1.251785245684566,0.21284327680046733,0,0.0,
ORNL_029,19.0,27.0,12.991246796529792,19.124385193580956,9.090909090909092,15.217221135029348,0.9643072289156627,0.972265221878225,1.0,2.0,-8.0,-6.133138397051164,-6.126312044120256,0,0.0,
