plotID,siteID,year,Canopy_Ht,Max_Ht,Rumple,Rugosity,Deep_Gap,Vert_SD,Vert_CV,Gini,VCI,FHD,LAI,Q95,Ht_Ratio,NDVI,EVI,ARVI,SAVI,domain
ABBY_001,ABBY,2017,26.621198296546936,47.721333265304565,1.569489374756813,14.40034943819046,0.0360234893742017,13.72077077627182,0.5256114155054092,0.289843144826591,0.8940238989889622,3.114922419190407,2.737872153520584,43.32656455039978,24.91914439201355,,,,,D16
ABBY_001,ABBY,2018,26.296208024024963,49.489285945892334,1.615451991558075,15.082515060901642,0.0314313003036659,14.577650368213654,0.5784724783152342,0.3169219186529517,0.8940033093094826,3.12952221930027,2.6602962985634804,44.34660840034485,28.98677670955658,,,,,D16
ABBY_001,ABBY,2019,25.83712244033813,49.82063031196594,1.6355136260390282,15.110024392604828,0.0344750143121928,14.627672255039217,0.5958285517990589,0.3261065995320678,0.8870597593486309,3.09934338927269,2.5782912895083427,44.294758796691895,30.61638593673706,,,,,D16
ABBY_001,ABBY,2021,25.7712631225586,49.590853452682495,1.6284261494874954,15.104228854179382,0.0263321420934516,14.716839671134949,0.5980867985635996,0.3284714166074991,0.884941816329956,3.035278633236885,2.859632968902588,44.4596951007843,31.018524527549744,,,,,D16
ABBY_001,ABBY,2022,27.91970694065094,50.58201122283936,1.5754670575261116,14.987629771232603,0.0209934295271523,14.5930198431015,0.5502252522855997,0.300846729427576,0.8886934034526348,3.106016233563423,3.0452081337571144,45.77517867088318,26.04902321100235,0.8944421410560608,0.3995061814785003,0.9049034118652344,0.3848389685153961,D16
ABBY_001,ABBY,2023,27.20325577259064,50.32377290725708,1.6010210663080215,15.238942563533785,0.0263922947924584,14.757852494716644,0.5693094450980425,0.3096298296004534,0.8807204738259315,3.030361756682396,2.987222224473953,45.5674889087677,28.011533737182617,0.9067946672439576,0.425839215517044,0.9155839085578918,0.4081292152404785,D16
ABBY_001,ABBY,2025,27.54960209131241,50.95511507987976,1.6179385408759115,15.812993943691254,0.0350451129488647,15.232519626617432,0.5769044980406761,0.3151993490755558,0.8957029469311237,3.181937277317047,2.588177479803562,46.302446365356445,28.73614358901977,0.8931010365486145,0.3216613829135895,0.9000789523124695,0.3178228139877319,D16
ABBY_002,ABBY,2017,0.7124034487284147,1.0043711680918932,1.963308058679104,0.1634959415532648,0.9213803000748158,0.1791350451799539,0.24572071318443,0.1317713819444179,0.5676865503191948,,,1.0088434861256526,100.0,,,,,D16
ABBY_002,ABBY,2018,1.1754430793225763,3.442599296569824,1.99050721526146,0.7098590824753046,0.5481914076954126,0.6151342689990997,0.5175859704613686,0.2735419422388077,0.7004927359521389,0.5275922566652298,0.051479571906384,2.4112185165286064,100.0,,,,,D16
ABBY_002,ABBY,2019,1.4224039018154144,4.088593423366547,2.056966759264469,0.8827153220772743,0.5388513840734959,0.796251829713583,0.5611367039382458,0.3038043305277824,0.7663421891629696,0.5271259784698487,0.1082476423471234,2.946475327014923,100.0,,,,,D16
ABBY_002,ABBY,2021,2.119260210543871,6.14596138894558,1.915851309895516,1.415087789297104,0.3253478379920125,1.2778243534266949,0.6098125725984573,0.3348607253283262,0.8327189348638058,1.0748924454053244,0.4149352053645998,4.52219195663929,100.0,,,,,D16
ABBY_002,ABBY,2022,2.527653820812702,6.887213557958603,1.8337334841489792,1.6073907315731049,0.2575736809521913,1.431068733334541,0.5763842705637217,0.3233167268335819,0.860586654394865,1.1882868744432926,0.6219363585114479,5.171419560909271,100.0,0.8629447221755981,0.6398012638092041,0.8461487889289856,0.5745728015899658,D16
ABBY_002,ABBY,2023,3.0436057820916176,8.115780264139175,1.7860300913453102,1.8851443752646448,0.2133942446671426,1.668962262570858,0.5612655244767666,0.3162148604169488,0.8652786165475845,1.4055220633745191,0.8429668163880706,6.002011373639107,100.0,0.8364542126655579,0.6002308130264282,0.8102903962135315,0.5452793836593628,D16
ABBY_002,ABBY,2025,4.1465050876140594,10.281798273324966,1.6590463817119598,2.342093721032142,0.1296181986108422,2.094043679535389,0.5164325926452875,0.2928809076547622,0.8885224275290966,1.7052603736519814,1.3457358349114656,7.858745187520981,99.67629480361938,0.8519734144210815,0.5871822834014893,0.8333089351654053,0.5372700095176697,D16
ABBY_003,ABBY,2017,3.283836603164673,7.429074019193649,1.7939221411943436,2.037998914718628,0.2366727995686233,1.754223071038723,0.5384317096322775,0.3076432663947344,0.9185392707586288,1.430362842977047,0.821459237486124,6.203080475330353,100.0,,,,,D16
ABBY_003,ABBY,2018,4.205532282590866,10.508588075637816,1.6090098097920418,2.368718191981316,0.0767529611475765,2.190026350319385,0.5265301931649446,0.3004249483346939,0.8953967392444611,1.7646757662296295,1.3721416406333449,7.983076423406601,99.74859714508057,,,,,D16
ABBY_003,ABBY,2021,6.782557249069214,13.47304105758667,1.454213373363018,2.913517892360688,0.0443081768462434,2.6498939096927643,0.3965185340493917,0.22593948058784,0.8950247652828693,2.137959286570549,2.5204316526651382,10.835717022418976,89.28744888305664,,,,,D16
ABBY_003,ABBY,2022,7.69971951842308,14.28752088546753,1.4009637460112572,2.932184934616089,0.0361495388351613,2.650647133588791,0.3499106597155332,0.1976777077652514,0.877989187836647,2.226569563150406,2.9020526483654976,11.77715140581131,79.92251634597778,0.9096795320510864,0.6598212718963623,0.900335431098938,0.5964663028717041,D16
ABBY_003,ABBY,2023,8.461492449045181,15.18721455335617,1.388705134391785,3.102225676178932,0.0365617817878956,2.77402925491333,0.3350046286359429,0.1895728250965476,0.8747251108288765,2.298568293452263,3.046929344534874,12.696594297885897,68.56290555000305,0.8947643041610718,0.6509300470352173,0.8765663504600525,0.590221643447876,D16
ABBY_003,ABBY,2025,9.707433491945268,17.632236540317535,1.3798519894480703,3.476051092147827,0.0314787832321599,3.141238361597061,0.3329587429761886,0.1886171144433319,0.8740924075245857,2.448016181588173,3.1785498782992363,14.576128721237184,51.2945328950882,0.9064387083053588,0.575899600982666,0.8972951173782349,0.5330008268356323,D16
ABBY_004,ABBY,2017,0.7168436884880066,1.1072769071906805,2.0628514140844345,0.1980278207920491,0.9118508026003838,0.1642455423871676,0.221072373787562,0.1173827993373076,0.6070076152682304,,,0.9714018662770588,100.0,,,,,D16
ABBY_004,ABBY,2018,1.3072156608104706,3.543415933847428,2.159808248281479,0.7541801538318396,0.6016675494611263,0.6704073697328568,0.5141312628984451,0.2790832072496414,0.7689906060695648,0.4768615141510963,0.0612704607192426,2.650412738323212,100.0,,,,,D16
ABBY_004,ABBY,2019,1.6671356931328771,4.35719045996666,2.093188099563122,0.9962212704122066,0.5188366435468197,0.8428497835993767,0.5070816539227962,0.2822085171937942,0.8114872239530087,0.5947801254012368,0.1633922478649765,3.269212484359741,100.0,,,,,D16
ABBY_004,ABBY,2021,2.371395006775856,6.418603241443634,1.8699061870574951,1.4866558723151684,0.3144116327166557,1.275113895535469,0.5500295702368021,0.3050931394100189,0.8356799930334091,1.070959061384201,0.5263854656368494,4.672498181462288,100.0,,,,,D16
ABBY_004,ABBY,2022,2.816536210477352,7.125952124595642,1.764062516391277,1.675432037562132,0.223582376493141,1.456558622419834,0.5344179067760706,0.2985353916883468,0.8556752987205982,1.2502208650112152,0.7983559058047831,5.425454393029213,100.0,0.9089215993881226,0.7318309545516968,0.8962318301200867,0.6485454440116882,D16
ABBY_004,ABBY,2023,3.3849715888500214,8.335473626852036,1.706455409526825,1.9407517462968824,0.1697869137860834,1.7095601633191109,0.5179301202297211,0.2920022830367088,0.8730609342455864,1.477780595421791,1.0543854963034391,6.372676521539688,100.0,0.8897400498390198,0.6965627074241638,0.8736125230789185,0.6220421195030212,D16
ABBY_004,ABBY,2025,4.58269339799881,10.894901931285858,1.6000504940748217,2.411560468375683,0.0905721421586349,2.212015800178051,0.5006001573055983,0.2829193789511919,0.8814353086054325,1.800277657806873,1.6146689150482416,8.380353450775146,99.26142930984496,0.8970093131065369,0.6538179516792297,0.8881692290306091,0.5915665626525879,D16
ABBY_005,ABBY,2017,1.2454425692558289,2.298591367900372,2.233148492872715,0.4889908782206476,0.8437547497451305,0.5094448188319802,0.3453470468521118,0.1898779191542416,0.708221605190864,1.0459858179092407,0.0454175678480948,2.039190422743559,100.0,,,,,D16
ABBY_005,ABBY,2018,1.869374729692936,5.353780150413513,1.742974877357483,1.1602361872792244,0.2218725231941789,1.0132898911833763,0.540000693872571,0.2966109830886125,0.8007691390812397,0.807762690952846,0.357921299058944,3.836414843797684,100.0,,,,,D16
ABBY_005,ABBY,2021,1.997293308377266,5.669040650129318,1.9352271854877472,1.3183738887310028,0.362848280929029,1.177573088556528,0.5925140753388405,0.3273144569247961,0.8300564885139465,0.9575962821642556,0.3432998950593173,4.246678903698921,100.0,,,,,D16
ABBY_005,ABBY,2022,2.354222036898136,6.539278209209442,1.866539247334004,1.5264068990945816,0.2867545555345714,1.370060320943594,0.5875911358743906,0.3279645703732967,0.8511599600315094,1.125414326786995,0.5085424920544028,4.922281011939049,100.0,0.9074483513832092,0.7776495218276978,0.8851792216300964,0.686622679233551,D16
ABBY_005,ABBY,2023,2.768407814204693,7.328265756368637,1.7704214751720428,1.7187435999512672,0.2057614567456767,1.5389392226934433,0.5646770186722279,0.3174092806875705,0.8688132092356682,1.2740619592368605,0.7222346663475037,5.568540275096893,100.0,0.9014132618904114,0.7408239245414734,0.8724898099899292,0.6652566194534302,D16
ABBY_005,ABBY,2025,3.735132038593292,9.706510990858078,1.6260351464152336,2.1065555587410927,0.0922502729226835,1.9459100440144537,0.5318396128714085,0.3009568657726049,0.8742277435958385,1.5773070827126503,1.242665033787489,7.203559458255768,99.35405445098876,0.9154807329177856,0.6626178026199341,0.9004296660423279,0.6054511070251465,D16
ABBY_006,ABBY,2017,25.39622867107392,41.78622126579285,1.5246161371469498,12.008392095565796,0.0729807495372369,10.528698444366457,0.4274372346699238,0.2273001605644822,0.8672019690275192,3.072976529598236,2.4530338272452354,37.72918009757996,22.205456376075745,,,,,D16
ABBY_006,ABBY,2018,25.88326734304428,43.45400500297546,1.4921031668782234,11.627420783042908,0.0462722806259989,10.642461657524109,0.4307624101638794,0.2269182708114385,0.8779209144413471,3.257601529359817,2.4581111818552017,38.43571448326111,19.72342574596405,,,,,D16
ABBY_006,ABBY,2019,26.209544599056244,43.50199580192566,1.4912036135792732,11.771841526031494,0.0452204554458148,10.829489767551422,0.4319018963724375,0.2272857977077365,0.8758396245539188,3.2370905727148056,2.530652575194836,38.88664031028748,19.79893112182617,,,,,D16
ABBY_006,ABBY,2021,27.083351790905,43.94636130332947,1.475212350487709,11.71268618106842,0.0424462056253105,10.766844809055328,0.418493203818798,0.2188684530556202,0.8657473102211952,3.254772275686264,2.625041753053665,39.498984575271606,18.97297894954681,,,,,D16
ABBY_006,ABBY,2022,27.891841411590576,44.21799826622009,1.4456981644034386,11.34622871875763,0.0331742885755375,10.55086636543274,0.4005517065525055,0.2058940613642335,0.852947574108839,3.203481376171112,2.8297493755817413,39.89089059829712,17.1490139067173,0.9197928309440612,0.4589803814888,0.9420145750045776,0.434994488954544,D16
ABBY_006,ABBY,2023,28.20412403345108,44.39983534812927,1.4530965089797974,11.474611282348633,0.0415820783528033,10.463923454284668,0.3959277709946036,0.2032833569683134,0.8459654897451401,3.154129490256309,2.83001272380352,40.159942626953125,17.95128297805786,0.9014619588851928,0.497491717338562,0.9221222400665284,0.462379902601242,D16
ABBY_006,ABBY,2025,28.639911592006683,45.20611763000488,1.4622729867696762,11.765593230724336,0.046527381404303,10.658641815185549,0.3985144570469856,0.2023075083270669,0.845923438668251,3.2285431772470474,2.5976371839642525,40.63416242599487,17.890307635068893,0.8961395025253296,0.5016542077064514,0.9204424619674684,0.4641657173633575,D16
ABBY_007,ABBY,2017,0.6209585070610046,0.5918840020895004,1.9054584801197048,0.0625210880534723,0.9753671027719976,0.0849692161594118,0.1358000689319201,0.0801310102854456,,,,0.7425443870680672,100.0,,,,,D16
