plotID,fire,fire_year,fire_type,n_fires
STEI_061,0,0,,0
STEI_062,0,0,,0
TALL_001,1,2023,"2534    Prescribed Fire
2534    Prescribed Fire
2534    Prescribed Fire
2534    Prescribed Fire
Name: incid_type, dtype: object",4
TALL_002,1,2021,"2526    Prescribed Fire
2526    Prescribed Fire
Name: incid_type, dtype: object",2
TALL_003,1,2024,"2519    Prescribed Fire
2519    Prescribed Fire
2519    Prescribed Fire
2519    Prescribed Fire
2519    Prescribed Fire
2519    Prescribed Fire
Name: incid_type, dtype: object",6
TALL_004,1,2023,"2523    Prescribed Fire
2523    Prescribed Fire
2523    Prescribed Fire
2523    Prescribed Fire
Name: incid_type, dtype: object",4
TALL_005,1,2024,"2520    Prescribed Fire
2520    Prescribed Fire
2520    Prescribed Fire
2520    Prescribed Fire
2520    Prescribed Fire
2520    Prescribed Fire
Name: incid_type, dtype: object",6
TALL_006,1,2024,"2532    Prescribed Fire
2532    Prescribed Fire
2532    Prescribed Fire
2532    Prescribed Fire
Name: incid_type, dtype: object",4
TALL_007,1,2023,"2525    Prescribed Fire
2525    Prescribed Fire
2525    Prescribed Fire
2525    Prescribed Fire
Name: incid_type, dtype: object",4
TALL_008,1,2021,"2537    Prescribed Fire
2537    Prescribed Fire
Name: incid_type, dtype: object",2
TALL_009,1,2024,"2521    Prescribed Fire
2521    Prescribed Fire
2521    Prescribed Fire
2521    Prescribed Fire
Name: incid_type, dtype: object",4
TALL_010,1,2023,"2524    Prescribed Fire
2524    Prescribed Fire
2524    Prescribed Fire
2524    Prescribed Fire
Name: incid_type, dtype: object",4
TALL_011,1,2021,"2530    Prescribed Fire
2530    Prescribed Fire
Name: incid_type, dtype: object",2
TALL_012,1,2024,"2522    Prescribed Fire
2522    Prescribed Fire
Name: incid_type, dtype: object",2
TALL_013,1,2024,"2533              Other
2533    Prescribed Fire
2533    Prescribed Fire
2533    Prescribed Fire
Name: incid_type, dtype: object",4
TALL_015,1,2021,"2528    Prescribed Fire
2528    Prescribed Fire
Name: incid_type, dtype: object",2
TALL_016,1,2023,"2529    Prescribed Fire
2529    Prescribed Fire
2529    Prescribed Fire
2529    Prescribed Fire
2529    Prescribed Fire
Name: incid_type, dtype: object",5
TALL_017,1,2024,"2535    Prescribed Fire
2535    Prescribed Fire
Name: incid_type, dtype: object",2
TALL_018,1,2024,"2531    Prescribed Fire
2531    Prescribed Fire
2531    Prescribed Fire
Name: incid_type, dtype: object",3
TALL_020,1,2021,"2536    Prescribed Fire
2536    Prescribed Fire
2536    Prescribed Fire
Name: incid_type, dtype: object",3
TALL_022,1,2024,"2527    Prescribed Fire
2527    Prescribed Fire
2527    Prescribed Fire
2527    Prescribed Fire
2527    Prescribed Fire
Name: incid_type, dtype: object",5
TALL_025,1,2024,"2678    Prescribed Fire
2678    Prescribed Fire
2678    Prescribed Fire
2678    Prescribed Fire
2678    Prescribed Fire
2678    Prescribed Fire
Name: incid_type, dtype: object",6
TALL_042,1,2024,"2556    Prescribed Fire
2556    Prescribed Fire
2556    Prescribed Fire
2556    Prescribed Fire
Name: incid_type, dtype: object",4
TALL_043,1,2024,"2538    Prescribed Fire
2538    Prescribed Fire
2538    Prescribed Fire
2538    Prescribed Fire
Name: incid_type, dtype: object",4
TALL_044,1,2024,"2553    Prescribed Fire
2553    Prescribed Fire
2553    Prescribed Fire
2553    Prescribed Fire
Name: incid_type, dtype: object",4
TALL_045,1,2024,"2549    Prescribed Fire
2549    Prescribed Fire
2549    Prescribed Fire
2549    Prescribed Fire
Name: incid_type, dtype: object",4
TALL_046,1,2024,"2540    Prescribed Fire
2540    Prescribed Fire
2540    Prescribed Fire
2540    Prescribed Fire
Name: incid_type, dtype: object",4
TALL_047,1,2024,"2554    Prescribed Fire
2554    Prescribed Fire
2554    Prescribed Fire
2554    Prescribed Fire
Name: incid_type, dtype: object",4
