plotID,insitu_mortdmg_max,insitu_peak_year,insitu_spike,insitu_burn,insitu_insect,insitu_dead_max,insitu_dist,neon_event,neon_event_year,neon_event_type,remark_year,remark,remote_dist,remote_year,remote_sev,d_fire,d_loss,d_spec,neon_dist,neon_dist_year,neon_severity,neon_dist_type,disturbed,dist_year,severity,recency
BLAN_055,0.0328947368421052,2021.0,0.0328947368421052,0.0,0.0,0.0263157894736842,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2021.0,0.0328947368421052,mortality,0,,0.0328947368421052,
BLAN_056,,,0.0,,,,0,1,2026.0,harvest,,0,0,,0.0,0.0,0.0,0.0,1,2026.0,0.0,harvest,1,2026.0,0.0,-1.0
BLAN_057,0.3722627737226277,2021.0,0.330596107055961,0.0,0.0,0.364963503649635,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2021.0,0.3722627737226277,mortality,1,2021.0,0.3722627737226277,4.0
BLAN_059,,,0.0,,,,0,1,2026.0,harvest,,0,0,,0.0,0.0,0.0,0.0,1,2026.0,0.0,harvest,1,2026.0,0.0,-1.0
BLAN_060,,,0.0,,,,0,1,2024.0,harvest,,0,0,,0.0,0.0,0.0,0.0,1,2024.0,0.0,harvest,1,2024.0,0.0,1.0
BLAN_063,0.3366336633663366,2018.0,0.2061988807576409,0.0,0.0,0.219047619047619,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2018.0,0.3366336633663366,mortality,0,,0.3366336633663366,
BLAN_064,,,0.0,,,,0,1,2026.0,harvest,,0,0,,0.0,0.0,0.0,0.0,1,2026.0,0.0,harvest,1,2026.0,0.0,-1.0
BLAN_068,,,0.0,,,,0,1,2024.0,harvest,,0,0,,0.0,0.0,0.0,0.0,1,2024.0,0.0,harvest,1,2024.0,0.0,1.0
BLAN_070,,,0.0,,,,0,1,2025.0,harvest,,0,0,,,,,,1,2025.0,0.0,harvest,1,2025.0,0.0,0.0
GRSM_001,0.2807017543859649,2016.0,0.1800306134463676,0.0,0.1929824561403508,0.087719298245614,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2016.0,0.2807017543859649,insect,0,,0.2807017543859649,
GRSM_002,0.1964285714285714,2021.0,0.0714285714285714,0.0,0.0267857142857142,0.1136363636363636,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2021.0,0.1964285714285714,insect,0,,0.1964285714285714,
GRSM_003,0.3846153846153846,2021.0,0.1941391941391941,0.0,0.0384615384615384,0.1923076923076923,0,0,,,,0,1,2016.0,0.0,1.0,0.0,0.0,0,2021.0,0.3846153846153846,insect,0,,0.3846153846153846,
GRSM_004,0.6952380952380952,2016.0,0.0463019250253292,0.0,0.4380952380952381,0.2285714285714285,1,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2016.0,0.6952380952380952,insect,0,,0.6952380952380952,
GRSM_005,0.2641509433962264,2021.0,0.0711684872558755,0.0,0.0,0.1929824561403508,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2021.0,0.2641509433962264,mortality,0,,0.2641509433962264,
GRSM_006,0.2867132867132867,2021.0,0.000999000999001,0.0,0.173469387755102,0.0816326530612244,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2021.0,0.2867132867132867,insect,0,,0.2867132867132867,
GRSM_007,0.1692307692307692,2016.0,0.0,0.0,0.0307692307692307,0.1384615384615384,0,0,,,2021.0,1,1,2017.0,1.0462945423409082,1.0,1.0,1.0,1,2016.0,0.1692307692307692,insect,1,2016.0,0.1692307692307692,9.0
GRSM_008,0.5098039215686274,2021.0,0.1845027167493502,0.0,0.3012048192771084,0.3725490196078431,1,0,,,,0,1,2016.0,0.0,1.0,0.0,0.0,0,2021.0,0.5098039215686274,insect,0,,0.5098039215686274,
GRSM_009,0.4038461538461538,2016.0,0.2273755656108597,0.0,0.0769230769230769,0.3269230769230769,1,0,,,,0,1,2016.0,0.0,1.0,0.0,0.0,0,2016.0,0.4038461538461538,insect,0,,0.4038461538461538,
GRSM_010,0.1818181818181818,2022.0,0.1600790513833992,0.0,0.0,0.0217391304347826,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2022.0,0.1818181818181818,mortality,0,,0.1818181818181818,
GRSM_011,0.1025641025641025,2021.0,0.0876387294297742,0.0,0.0384615384615384,0.0256410256410256,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2021.0,0.1025641025641025,insect,0,,0.1025641025641025,
GRSM_012,0.3768115942028985,2016.0,0.1179880647911338,0.0,0.1014492753623188,0.2608695652173913,0,0,,,,0,1,2016.0,0.0,1.0,0.0,0.0,0,2016.0,0.3768115942028985,insect,0,,0.3768115942028985,
GRSM_013,0.1363636363636363,2021.0,0.0494071146245059,0.0,0.0151515151515151,0.0454545454545454,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2021.0,0.1363636363636363,insect,0,,0.1363636363636363,
GRSM_014,0.1313131313131313,2021.0,0.0488389045090076,0.0,0.0206185567010309,0.0707070707070707,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2021.0,0.1313131313131313,insect,0,,0.1313131313131313,
GRSM_015,0.15,2021.0,0.0739130434782608,0.0,0.0583333333333333,0.0434782608695652,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2021.0,0.15,insect,0,,0.15,
GRSM_016,0.3414634146341463,2021.0,0.120224476581049,0.0,0.0,0.3170731707317073,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2021.0,0.3414634146341463,mortality,0,,0.3414634146341463,
GRSM_017,0.2016806722689075,2021.0,0.0159663865546218,0.0,0.1,0.0857142857142857,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2021.0,0.2016806722689075,insect,0,,0.2016806722689075,
GRSM_018,0.4271844660194175,2022.0,0.0154197601370645,0.0,0.2705882352941176,0.1941747572815534,1,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2022.0,0.4271844660194175,insect,0,,0.4271844660194175,
GRSM_019,0.2278481012658227,2021.0,0.1225849433710859,0.0,0.0379746835443038,0.1052631578947368,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2021.0,0.2278481012658227,insect,0,,0.2278481012658227,
GRSM_025,0.2743362831858407,2021.0,0.0743362831858406,0.0,0.0,0.2743362831858407,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2021.0,0.2743362831858407,mortality,0,,0.2743362831858407,
GRSM_047,0.7857142857142858,2020.0,0.7296395193591456,0.0172413793103448,0.0158730158730158,0.5158730158730159,1,0,,,,0,1,2017.0,1.3701622544080323,1.0,1.0,1.0,1,2020.0,0.7857142857142858,fire,1,2020.0,0.7857142857142858,5.0
GRSM_048,0.4021739130434782,2017.0,0.3680830039525692,0.0,0.0631578947368421,0.3478260869565217,1,0,,,,0,1,2016.0,0.0,1.0,0.0,0.0,1,2017.0,0.4021739130434782,insect,1,2017.0,0.4021739130434782,8.0
GRSM_049,0.8953488372093024,2017.0,0.7613282186526014,0.0,0.1666666666666666,0.5116279069767442,1,0,,,,0,1,2017.0,0.5,1.0,1.0,0.0,1,2017.0,0.8953488372093024,insect,1,2017.0,0.8953488372093024,8.0
GRSM_050,0.3012048192771084,2021.0,0.2891566265060241,0.0,0.0,0.1818181818181818,1,1,2024.0,wind,,0,1,2016.0,0.0,1.0,0.0,0.0,1,2024.0,0.3012048192771084,wind,1,2024.0,0.3012048192771084,1.0
GRSM_051,0.967741935483871,2018.0,0.8635752688172044,0.0,0.0,0.5540540540540541,1,0,,,,0,1,2017.0,1.4865651114049956,1.0,1.0,1.0,1,2018.0,0.967741935483871,mortality,1,2018.0,0.967741935483871,7.0
GRSM_052,0.8353658536585366,2017.0,0.6990022172949002,0.0,0.1243781094527363,0.7378048780487805,1,0,,,,0,1,2017.0,0.727887487129129,1.0,1.0,1.0,1,2017.0,0.8353658536585366,insect,1,2017.0,0.8353658536585366,8.0
GRSM_053,0.7088607594936709,2017.0,0.6800837810764047,0.0,0.0,0.6645569620253164,1,0,,,,0,1,2016.0,0.0,1.0,0.0,0.0,1,2017.0,0.7088607594936709,mortality,1,2017.0,0.7088607594936709,8.0
GRSM_054,0.3275862068965517,2017.0,0.2864903164855928,0.0,0.0,0.3103448275862069,1,0,,,,0,1,2016.0,0.0,1.0,0.0,0.0,0,2017.0,0.3275862068965517,mortality,0,,0.3275862068965517,
GRSM_055,0.5774647887323944,2017.0,0.5471617584293641,0.0,0.0,0.4366197183098591,1,1,2024.0,wind,,0,1,2016.0,0.0,1.0,0.0,0.0,1,2024.0,0.5774647887323944,wind,1,2024.0,0.5774647887323944,1.0
GRSM_056,0.8450704225352113,2017.0,0.7650704225352113,0.0,0.1655172413793103,0.5633802816901409,1,0,,,,0,1,2017.0,0.25,1.0,1.0,0.0,1,2017.0,0.8450704225352113,insect,1,2017.0,0.8450704225352113,8.0
GRSM_057,0.5238095238095237,2017.0,0.5144637294170004,0.0,0.036231884057971,0.4761904761904761,1,1,2024.0,wind,,0,1,2016.0,0.0,1.0,0.0,0.0,1,2024.0,0.5238095238095237,wind,1,2024.0,0.5238095238095237,1.0
GRSM_058,0.3033707865168539,2017.0,0.2898572730033404,0.0,0.0212765957446808,0.2247191011235955,1,1,2024.0,wind,,0,1,2016.0,0.0,1.0,0.0,0.0,1,2024.0,0.3033707865168539,wind,1,2024.0,0.3033707865168539,1.0
GRSM_059,0.7297297297297297,2020.0,0.5911158683435911,0.0,0.1851851851851851,0.3063063063063063,1,0,,,,0,1,2017.0,0.4320228231014665,1.0,1.0,1.0,1,2020.0,0.7297297297297297,insect,1,2020.0,0.7297297297297297,5.0
GRSM_060,0.5703125,2017.0,0.4314236111111111,0.0,0.1870503597122302,0.5,1,1,2024.0,wind,,0,1,2016.0,0.0,1.0,0.0,0.0,1,2024.0,0.5703125,wind,1,2024.0,0.5703125,1.0
GRSM_061,0.3333333333333333,2017.0,0.2261904761904762,0.0,0.1470588235294117,0.2936507936507936,0,1,2024.0,wind,,0,1,2016.0,0.0,1.0,0.0,0.0,1,2024.0,0.3333333333333333,wind,1,2024.0,0.3333333333333333,1.0
GRSM_062,1.0,2017.0,0.9307692307692308,0.0,0.0076923076923076,0.6063829787234043,1,0,,,,0,1,2017.0,1.6823421222069124,1.0,1.0,1.0,1,2017.0,1.0,insect,1,2017.0,1.0,8.0
GRSM_063,0.5178571428571429,2017.0,0.4797619047619048,0.0,0.0168067226890756,0.4642857142857143,1,0,,,,0,1,2016.0,0.0,1.0,0.0,0.0,1,2017.0,0.5178571428571429,insect,1,2017.0,0.5178571428571429,8.0
GRSM_064,0.5148514851485149,2017.0,0.3983466307795828,0.0,0.0380952380952381,0.5148514851485149,1,0,,,,0,1,2016.0,0.0,1.0,0.0,0.0,1,2017.0,0.5148514851485149,insect,1,2017.0,0.5148514851485149,8.0
GRSM_065,0.5593220338983051,2019.0,0.4707144389615962,0.0,0.1733333333333333,0.3623188405797101,1,0,,,,0,1,2016.0,0.0,1.0,0.0,0.0,1,2019.0,0.5593220338983051,insect,1,2019.0,0.5593220338983051,6.0
GRSM_066,0.2678571428571428,2017.0,0.2142857142857142,0.0,0.0181818181818181,0.2321428571428571,0,0,,,,0,1,2016.0,0.0,1.0,0.0,0.0,0,2017.0,0.2678571428571428,insect,0,,0.2678571428571428,
HARV_001,0.4117647058823529,2019.0,0.4060175794455713,0.0,0.0294117647058823,0.2941176470588235,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2019.0,0.4117647058823529,insect,1,2019.0,0.4117647058823529,6.0
HARV_002,0.4794520547945205,2019.0,0.3415210203117619,0.0,0.1780821917808219,0.1643835616438356,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2019.0,0.4794520547945205,insect,1,2019.0,0.4794520547945205,6.0
HARV_004,0.5443037974683544,2019.0,0.4696769317967126,0.0,0.2025316455696202,0.3291139240506329,1,1,2020.0,harvest,,0,1,2017.0,0.1883953831322015,0.0,0.0,1.0,1,2020.0,0.5443037974683544,harvest,1,2020.0,0.5443037974683544,5.0
HARV_005,0.7659574468085106,2019.0,0.7449784258294897,0.0,0.5460992907801419,0.1560283687943262,1,0,,,,0,1,2017.0,0.177093910935678,0.0,0.0,1.0,1,2019.0,0.7659574468085106,insect,1,2019.0,0.7659574468085106,6.0
HARV_006,0.2435897435897436,2015.0,0.2290969899665552,0.0,0.0336134453781512,0.2307692307692307,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2015.0,0.2435897435897436,insect,0,,0.2435897435897436,
HARV_008,0.4018691588785046,2019.0,0.3503227671259273,0.0,0.205607476635514,0.1121495327102803,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2019.0,0.4018691588785046,insect,1,2019.0,0.4018691588785046,6.0
HARV_010,0.3676470588235294,2019.0,0.2490029910269192,0.0,0.1470588235294117,0.1428571428571428,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2019.0,0.3676470588235294,insect,0,,0.3676470588235294,
HARV_011,0.2711864406779661,2019.0,0.1731472249916916,0.0,0.1186440677966101,0.1296296296296296,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2019.0,0.2711864406779661,insect,0,,0.2711864406779661,
HARV_012,0.2716049382716049,2023.0,0.2610786224821312,0.0,0.0512820512820512,0.094017094017094,1,1,2020.0,harvest,,0,0,,0.0,0.0,0.0,0.0,1,2020.0,0.2716049382716049,harvest,1,2020.0,0.2716049382716049,5.0
HARV_013,0.4545454545454545,2019.0,0.225037257824143,0.0,0.0,0.3939393939393939,1,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2019.0,0.4545454545454545,mortality,0,,0.4545454545454545,
HARV_014,0.3211009174311927,2019.0,0.2433231396534149,0.0,0.1559633027522936,0.1159420289855072,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2019.0,0.3211009174311927,insect,0,,0.3211009174311927,
HARV_015,0.3846153846153846,2023.0,0.0475367329299913,0.0,0.1235955056179775,0.2134831460674157,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2023.0,0.3846153846153846,insect,0,,0.3846153846153846,
HARV_016,0.4876033057851239,2019.0,0.3599437313170388,0.0,0.1322314049586777,0.1983471074380165,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2019.0,0.4876033057851239,insect,1,2019.0,0.4876033057851239,6.0
HARV_017,0.2413793103448275,2023.0,0.0446579988694177,0.0,0.081967213114754,0.1034482758620689,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2023.0,0.2413793103448275,insect,0,,0.2413793103448275,
HARV_018,,,0.0,,,,0,1,2020.0,harvest,,0,0,,,,,,1,2020.0,0.0,harvest,1,2020.0,0.0,5.0
HARV_020,0.0273972602739726,2015.0,0.0,0.0,0.0,0.0136986301369863,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2015.0,0.0273972602739726,mortality,0,,0.0273972602739726,
HARV_021,0.5652173913043478,2023.0,0.4347826086956521,0.0,0.0217391304347826,0.5476190476190477,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2023.0,0.5652173913043478,insect,1,2023.0,0.5652173913043478,2.0
HARV_022,0.4081632653061224,2019.0,0.2970521541950113,0.0,0.0510204081632653,0.38,1,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2019.0,0.4081632653061224,insect,0,,0.4081632653061224,
HARV_023,0.4508196721311475,2023.0,0.3419761347161815,0.0,0.0153846153846153,0.360655737704918,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2023.0,0.4508196721311475,insect,1,2023.0,0.4508196721311475,2.0
HARV_024,0.027027027027027,2015.0,0.0,0.0,0.0,0.027027027027027,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2015.0,0.027027027027027,mortality,0,,0.027027027027027,
HARV_025,0.5438596491228069,2019.0,0.4238596491228069,0.0,0.2982456140350877,0.2456140350877192,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2019.0,0.5438596491228069,insect,1,2019.0,0.5438596491228069,6.0
HARV_026,0.3583333333333333,2023.0,0.2986318407960199,0.0,0.0598290598290598,0.2916666666666667,1,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2023.0,0.3583333333333333,insect,0,,0.3583333333333333,
HARV_027,0.1568627450980392,2019.0,0.1256127450980392,0.0,0.0784313725490196,0.0757575757575757,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2019.0,0.1568627450980392,insect,0,,0.1568627450980392,
HARV_033,0.7241379310344827,2023.0,0.382471264367816,0.0,0.2966101694915254,0.2836879432624113,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2023.0,0.7241379310344827,insect,1,2023.0,0.7241379310344827,2.0
HARV_034,0.85,2025.0,0.4434959349593495,0.0,0.1970802919708029,0.4428571428571428,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2025.0,0.85,insect,1,2025.0,0.85,0.0
HARV_035,0.812807881773399,2020.0,0.1932426643820946,0.0,0.4952830188679245,0.2857142857142857,1,0,,,,0,0,,0.0,0.0,0.0,0.0,0,2020.0,0.812807881773399,insect,0,,0.812807881773399,
HARV_036,0.5844155844155845,2020.0,0.4562104562104563,0.0,0.1341463414634146,0.2195121951219512,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2020.0,0.5844155844155845,insect,1,2020.0,0.5844155844155845,5.0
HARV_037,0.8586956521739131,2016.0,0.4129125196437926,0.0,0.52,0.3369565217391304,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2016.0,0.8586956521739131,insect,1,2016.0,0.8586956521739131,9.0
HARV_038,0.7105263157894737,2021.0,0.4705263157894737,0.0,0.4013157894736842,0.1920529801324503,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2021.0,0.7105263157894737,insect,1,2021.0,0.7105263157894737,4.0
HARV_039,0.6141732283464567,2021.0,0.3408398950131233,0.0,0.0983606557377049,0.2689655172413793,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2021.0,0.6141732283464567,insect,1,2021.0,0.6141732283464567,4.0
HARV_040,0.7075471698113207,2025.0,0.4372768995410504,0.0,0.0789473684210526,0.240506329113924,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2025.0,0.7075471698113207,insect,1,2025.0,0.7075471698113207,0.0
HARV_041,0.5842105263157895,2016.0,0.3574663402692778,0.0,0.3015873015873015,0.2684210526315789,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2016.0,0.5842105263157895,insect,1,2016.0,0.5842105263157895,9.0
HARV_042,0.5316455696202531,2025.0,0.4386223138062996,0.0,0.0253164556962025,0.2025316455696202,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2025.0,0.5316455696202531,insect,1,2025.0,0.5316455696202531,0.0
HARV_043,0.9130434782608696,2020.0,0.6791725105189341,0.0,0.6910569105691057,0.21,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2020.0,0.9130434782608696,insect,1,2020.0,0.9130434782608696,5.0
HARV_044,0.7462686567164178,2020.0,0.5879353233830845,0.0,0.0746268656716417,0.208955223880597,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2020.0,0.7462686567164178,insect,1,2020.0,0.7462686567164178,5.0
HARV_045,0.5603448275862069,2025.0,0.4190404797601199,0.0,0.0529100529100529,0.25,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2025.0,0.5603448275862069,insect,1,2025.0,0.5603448275862069,0.0
HARV_046,0.5594405594405594,2025.0,0.4245199245199245,0.0,0.0583333333333333,0.2167832167832167,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2025.0,0.5594405594405594,insect,1,2025.0,0.5594405594405594,0.0
HARV_047,0.674074074074074,2025.0,0.4957795004306632,0.0,0.0855263157894736,0.2470588235294117,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2025.0,0.674074074074074,insect,1,2025.0,0.674074074074074,0.0
HARV_048,0.8231707317073171,2020.0,0.3725534477566998,0.0,0.5166666666666667,0.2516556291390728,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2020.0,0.8231707317073171,insect,1,2020.0,0.8231707317073171,5.0
HARV_049,0.8855421686746987,2020.0,0.3824365786125869,0.0,0.6,0.2710843373493976,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2020.0,0.8855421686746987,insect,1,2020.0,0.8855421686746987,5.0
HARV_050,0.7741935483870968,2020.0,0.4212523719165085,0.0,0.4183673469387755,0.3483870967741935,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2020.0,0.7741935483870968,insect,1,2020.0,0.7741935483870968,5.0
HARV_051,0.6035502958579881,2025.0,0.3671866594943517,0.0,0.1888888888888888,0.2071005917159763,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2025.0,0.6035502958579881,insect,1,2025.0,0.6035502958579881,0.0
HARV_052,0.9026548672566372,2025.0,0.5722200846479415,0.0,0.4803149606299212,0.2743362831858407,1,0,,,,0,0,,0.0,0.0,0.0,0.0,1,2025.0,0.9026548672566372,insect,1,2025.0,0.9026548672566372,0.0
JERC_001,0.3148148148148147,2021.0,0.0,0.0,0.0,0.2222222222222222,0,1,2025.0,fire,2021.0,1,0,,0.0,0.0,0.0,0.0,1,2025.0,0.3148148148148147,fire,1,2025.0,0.3148148148148147,0.0
JERC_002,0.6470588235294118,2021.0,0.0,0.0,0.0,0.5882352941176471,1,1,2026.0,fire,2021.0,1,0,,0.0,0.0,0.0,0.0,1,2026.0,0.6470588235294118,fire,1,2026.0,0.6470588235294118,-1.0
JERC_003,0.2203389830508474,2021.0,0.0,0.0,0.0084745762711864,0.0508474576271186,0,1,2024.0,flood,2021.0,1,0,,0.0,0.0,0.0,0.0,1,2024.0,0.2203389830508474,flood,1,2024.0,0.2203389830508474,1.0
JERC_004,,,0.0,,,,0,1,2026.0,fire,,0,1,2025.0,0.2151142245423931,0.0,0.0,1.0,1,2026.0,0.0,fire,1,2026.0,0.0,-1.0
JERC_005,0.972972972972973,2021.0,0.0,0.0,0.0,0.8648648648648649,1,1,2024.0,harvest,,0,0,,0.0,0.0,0.0,0.0,1,2024.0,0.972972972972973,harvest,1,2024.0,0.972972972972973,1.0
JERC_006,0.596774193548387,2021.0,0.0,0.0,0.0161290322580645,0.5483870967741935,1,1,2026.0,harvest,,0,0,,0.0,0.0,0.0,0.0,1,2026.0,0.596774193548387,harvest,1,2026.0,0.596774193548387,-1.0
JERC_007,0.8,2021.0,0.0,0.0,0.0,0.7777777777777778,1,1,2025.0,insect,,0,0,,0.0,0.0,0.0,0.0,1,2025.0,0.8,insect,1,2025.0,0.8,0.0
JERC_008,,,0.0,,,,0,1,2024.0,fire,,0,0,,0.0,0.0,0.0,0.0,1,2024.0,0.0,fire,1,2024.0,0.0,1.0
JERC_009,0.654320987654321,2021.0,0.0,0.0,0.0123456790123456,0.5925925925925926,1,1,2026.0,fire,,0,0,,0.0,0.0,0.0,0.0,1,2026.0,0.654320987654321,fire,1,2026.0,0.654320987654321,-1.0
JERC_010,0.4081632653061224,2021.0,0.0,0.0,0.0,0.1224489795918367,1,1,2025.0,fire,,0,0,,0.0,0.0,0.0,0.0,1,2025.0,0.4081632653061224,fire,1,2025.0,0.4081632653061224,0.0
JERC_011,1.0,2021.0,0.0,0.0,0.0,0.08,1,1,2024.0,insect,,0,0,,0.0,0.0,0.0,0.0,1,2024.0,1.0,insect,1,2024.0,1.0,1.0
JERC_012,,,0.0,,,,0,1,2022.0,harvest,,0,0,,0.0,0.0,0.0,0.0,1,2022.0,0.0,harvest,1,2022.0,0.0,3.0
JERC_013,,,0.0,,,,0,1,2025.0,insect,,0,0,,0.0,0.0,0.0,0.0,1,2025.0,0.0,insect,1,2025.0,0.0,0.0
JERC_014,,,0.0,,,,0,1,2026.0,insect,,0,0,,0.0,0.0,0.0,0.0,1,2026.0,0.0,insect,1,2026.0,0.0,-1.0
JERC_015,,,0.0,,,,0,1,2021.0,fire,2025.0,1,0,,0.0,0.0,0.0,0.0,1,2021.0,0.0,fire,1,2021.0,0.0,4.0
JERC_016,0.7096774193548386,2021.0,0.0,0.0,0.0,0.0483870967741935,1,1,2026.0,fire,,0,0,,0.0,0.0,0.0,0.0,1,2026.0,0.7096774193548386,fire,1,2026.0,0.7096774193548386,-1.0
JERC_017,,,0.0,,,,0,1,2025.0,insect,,0,0,,,,,,1,2025.0,0.0,insect,1,2025.0,0.0,0.0
JERC_018,,,0.0,,,,0,1,2022.0,harvest,,0,0,,,,,,1,2022.0,0.0,harvest,1,2022.0,0.0,3.0
JERC_019,,,0.0,,,,0,1,2026.0,fire,,0,0,,0.0,0.0,0.0,0.0,1,2026.0,0.0,fire,1,2026.0,0.0,-1.0
JERC_020,,,0.0,,,,0,1,2026.0,harvest,,0,0,,,,,,1,2026.0,0.0,harvest,1,2026.0,0.0,-1.0
JERC_021,,,0.0,,,,0,1,2026.0,harvest,,0,0,,0.0,0.0,0.0,0.0,1,2026.0,0.0,harvest,1,2026.0,0.0,-1.0
JERC_022,,,0.0,,,,0,1,2025.0,fire,,0,0,,0.0,0.0,0.0,0.0,1,2025.0,0.0,fire,1,2025.0,0.0,0.0
JERC_024,,,0.0,,,,0,1,2026.0,harvest,,0,0,,,,,,1,2026.0,0.0,harvest,1,2026.0,0.0,-1.0
JERC_028,,,0.0,,,,0,1,2020.0,flood,,0,0,,0.0,0.0,0.0,0.0,1,2020.0,0.0,flood,1,2020.0,0.0,5.0
JERC_029,,,0.0,,,,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,,0.0,mortality,0,,0.0,
JERC_030,,,0.0,,,,0,1,2026.0,fire,,0,0,,0.0,0.0,0.0,0.0,1,2026.0,0.0,fire,1,2026.0,0.0,-1.0
JERC_031,,,0.0,,,,0,1,2026.0,harvest,,0,0,,0.0,0.0,0.0,0.0,1,2026.0,0.0,harvest,1,2026.0,0.0,-1.0
JERC_033,,,0.0,,,,0,1,2024.0,harvest,,0,0,,0.0,0.0,0.0,0.0,1,2024.0,0.0,harvest,1,2024.0,0.0,1.0
JERC_034,,,0.0,,,,0,1,2021.0,fire,,0,1,2019.0,0.1388733850336382,0.0,0.0,1.0,1,2021.0,0.0,fire,1,2021.0,0.0,4.0
JERC_035,,,0.0,,,,0,1,2020.0,fire,,0,0,,0.0,0.0,0.0,0.0,1,2020.0,0.0,fire,1,2020.0,0.0,5.0
JERC_036,,,0.0,,,,0,1,2020.0,fire,,0,0,,0.0,0.0,0.0,0.0,1,2020.0,0.0,fire,1,2020.0,0.0,5.0
JERC_038,,,0.0,,,,0,1,2025.0,insect,,0,0,,0.0,0.0,0.0,0.0,1,2025.0,0.0,insect,1,2025.0,0.0,0.0
JERC_040,,,0.0,,,,0,1,2025.0,fire,,0,0,,0.0,0.0,0.0,0.0,1,2025.0,0.0,fire,1,2025.0,0.0,0.0
JERC_041,,,0.0,,,,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,,0.0,mortality,0,,0.0,
JERC_042,,,0.0,,,,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,,0.0,mortality,0,,0.0,
JERC_044,,,0.0,,,,0,0,,,,0,0,,0.0,0.0,0.0,0.0,0,,0.0,mortality,0,,0.0,
JERC_045,,,0.0,,,,0,1,2026.0,fire,,0,0,,,,,,1,2026.0,0.0,fire,1,2026.0,0.0,-1.0
JERC_047,0.5,2019.0,0.4431818181818182,0.0,0.0229885057471264,0.2647058823529412,1,1,2025.0,fire,2024.0,1,0,,0.0,0.0,0.0,0.0,1,2025.0,0.5,fire,1,2025.0,0.5,0.0
JERC_048,0.7407407407407407,2015.0,0.6527407407407407,0.0,0.2131147540983606,0.6125,1,1,2024.0,fire,2023.0,1,0,,0.0,0.0,0.0,0.0,1,2024.0,0.7407407407407407,fire,1,2024.0,0.7407407407407407,1.0
