plotID,modis_gpp
MLBS_061,1.5502
MLBS_062,1.5665625
MLBS_063,1.5351875
MLBS_064,1.55625
MLBS_065,1.5665625
MLBS_066,1.5351875
MLBS_067,1.5351875
MLBS_068,1.5665625
MLBS_069,1.5502
MLBS_070,1.5665625
MLBS_071,1.5351875
MLBS_072,1.5289875
MLBS_073,1.5351875
MLBS_074,1.5351875
MLBS_075,1.5289875
MLBS_076,1.5502
ORNL_001,1.2384875
ORNL_002,1.3253125
ORNL_003,1.385375
ORNL_004,1.362425
ORNL_006,1.6638125
ORNL_007,1.72795
ORNL_008,1.7397
ORNL_009,1.1857125
ORNL_010,1.752825
ORNL_012,
ORNL_014,1.6721750000000002
ORNL_015,1.7314375000000002
ORNL_017,1.7588
ORNL_018,1.608975
ORNL_019,1.7234
ORNL_021,1.70275
ORNL_027,1.3757875000000002
ORNL_029,1.3969875
ORNL_031,1.2400250000000002
ORNL_032,1.7016625
ORNL_033,1.2863
ORNL_035,1.4468125
ORNL_036,1.6687
ORNL_037,1.7020000000000002
ORNL_043,1.6706
ORNL_044,1.5881625
ORNL_045,1.6687
ORNL_046,1.572925
ORNL_049,1.702775
ORNL_050,1.702775
ORNL_051,1.6706
ORNL_052,1.7020000000000002
ORNL_053,1.572925
ORNL_054,1.6687
ORNL_055,1.6706
ORNL_056,1.7020000000000002
ORNL_057,1.6687
ORNL_058,1.6706
ORNL_059,1.6687
ORNL_060,1.6706
ORNL_061,1.6687
ORNL_062,1.7020000000000002
ORNL_063,1.702775
ORNL_066,1.5881625
ORNL_067,1.701775
ORNL_068,1.3531625
OSBS_001,1.82875
OSBS_002,1.7140000000000002
OSBS_003,1.716425
OSBS_004,1.4726375
OSBS_005,1.7432
OSBS_006,1.4879625
OSBS_007,1.5770875000000002
OSBS_008,1.5517500000000002
OSBS_009,1.853775
OSBS_010,1.716425
OSBS_011,1.5307375
OSBS_012,1.5307375
OSBS_013,1.553075
OSBS_014,1.6445375
OSBS_015,1.8589625
OSBS_016,1.6344625000000002
OSBS_017,1.747925
OSBS_018,1.314225
OSBS_020,
OSBS_021,1.6929375
OSBS_022,1.5770875000000002
OSBS_023,1.4220875000000002
OSBS_024,1.6851125
OSBS_025,1.496725
OSBS_026,1.5321375000000002
OSBS_027,1.5321375000000002
OSBS_028,1.4684375
OSBS_029,1.5321375000000002
OSBS_030,1.4864375
OSBS_031,1.476725
OSBS_032,1.5022625
OSBS_033,1.5022625
OSBS_034,1.5022625
OSBS_035,1.4864375
OSBS_036,1.5022625
OSBS_037,1.4684375
OSBS_038,1.4864375
OSBS_039,1.5321375000000002
OSBS_040,1.5022625
OSBS_041,1.4864375
OSBS_042,1.496725
OSBS_043,1.5022625
OSBS_044,1.476725
OSBS_048,1.3802875
OSBS_049,1.5676375
OSBS_050,1.4992125
OSBS_051,1.440425
OSBS_063,1.523425
OSBS_066,1.8589625
OSBS_067,1.523425
OSBS_068,1.5561625
OSBS_070,1.476725
OSBS_073,1.747925
RMNP_001,0.9157
RMNP_002,0.840125
RMNP_003,0.777375
RMNP_004,0.914725
RMNP_005,0.9042375
RMNP_006,1.0139250000000002
RMNP_007,0.9176
RMNP_008,0.9423125
RMNP_009,0.777375
RMNP_010,0.9176
RMNP_011,0.51305
RMNP_012,1.047775
RMNP_013,0.7122125
RMNP_014,1.038475
RMNP_015,0.909325
RMNP_016,0.8447250000000001
RMNP_017,0.7122125
RMNP_018,1.038475
RMNP_019,0.8148625
RMNP_020,0.884525
RMNP_041,0.7984
RMNP_042,0.7984
RMNP_043,0.557575
RMNP_044,0.557575
RMNP_045,0.557575
RMNP_046,0.557575
RMNP_047,0.557575
RMNP_048,0.557575
RMNP_049,0.58145
SCBI_002,1.564225
SCBI_003,1.508975
SCBI_004,1.5395125
SCBI_005,1.61685
SCBI_006,1.581625
SCBI_007,1.5422125000000002
SCBI_008,1.596
SCBI_010,1.5422125000000002
SCBI_011,1.6105125
SCBI_012,1.3348625
SCBI_013,1.6241875
SCBI_014,1.5953375
SCBI_015,1.5942125
SCBI_016,1.586025
SCBI_017,1.5861500000000002
SCBI_018,1.5660875
SCBI_019,1.5273125
SCBI_021,1.5649875
SCBI_022,1.5306125000000002
SCBI_023,1.6064875
SCBI_033,1.34285
SCBI_034,1.34285
SCBI_035,1.4612500000000002
SCBI_038,1.576925
SCBI_045,1.5764
SCBI_046,1.564225
SCBI_047,1.58915
SCBI_048,1.58915
SCBI_049,1.58915
SCBI_050,1.5764
SCBI_051,1.564225
SCBI_052,1.5764
SCBI_053,1.5764
SCBI_054,1.5764
SCBI_055,1.564225
SCBI_056,1.558575
SCBI_057,1.5764
SCBI_058,1.5764
SCBI_061,1.558575
SCBI_062,1.58915
SCBI_063,1.5572875000000002
SCBI_064,1.564225
SCBI_066,1.58915
SCBI_067,1.58915
SCBI_071,1.511975
SERC_001,1.430775
SERC_002,1.8686625
SERC_003,1.424675
SERC_004,1.5301
SERC_005,1.7023375
SERC_006,1.3545125
SERC_007,1.2368375
SERC_008,1.24475
SERC_009,1.8536125
SERC_010,1.650675
SERC_011,1.6869875
SERC_012,1.5004375
SERC_013,1.423625
SERC_014,1.2368375
SERC_016,1.82875
SERC_017,1.298825
SERC_018,1.3931
SERC_019,1.4691
SERC_021,1.8536125
SERC_022,1.4362375
SERC_043,1.693825
SERC_044,1.8419875
SERC_045,1.484675
SERC_046,1.8419875
SERC_047,1.859875
SERC_048,1.693825
SERC_049,1.859875
SERC_050,1.5004375
SERC_051,1.859875
SERC_052,1.8839875
SERC_053,1.8450625
SERC_054,1.8450625
SERC_055,1.693825
SERC_056,1.8433125
SERC_057,1.859875
SERC_058,1.693825
SERC_059,1.8419875
SERC_060,1.693825
SERC_061,1.8450625
SERC_062,1.484675
SERC_067,1.8839875
SERC_073,1.484675
SOAP_001,0.918325
SOAP_002,0.7575375000000001
SOAP_003,0.8718
SOAP_004,0.9172625
SOAP_006,0.7954125000000001
SOAP_007,0.8898875
SOAP_008,0.7959375000000001
SOAP_009,0.8621000000000001
SOAP_010,0.8493875000000001
SOAP_011,0.887275
SOAP_012,0.794525
SOAP_013,0.7959375000000001
SOAP_015,0.8832500000000001
SOAP_016,0.837025
SOAP_017,0.9240125
SOAP_018,0.9365625
SOAP_019,0.8718
SOAP_020,0.8621000000000001
SOAP_021,0.8493875000000001
SOAP_022,0.8832500000000001
SOAP_024,0.7954125000000001
SOAP_031,0.8621000000000001
SOAP_043,0.8593000000000001
SOAP_044,0.8442500000000001
SOAP_045,0.8283
SOAP_046,0.8593000000000001
SOAP_047,0.8283
SOAP_048,0.918325
SOAP_049,0.8621000000000001
SOAP_050,0.8593000000000001
SOAP_051,0.8442500000000001
SOAP_052,0.8442500000000001
SOAP_053,0.8283
SOAP_054,0.8294625
SOAP_055,0.8593000000000001
SOAP_056,0.8718
SOAP_057,0.918325
SOAP_058,0.8294625
SOAP_059,0.8442500000000001
SOAP_060,0.8442500000000001
SOAP_061,0.8593000000000001
STEI_001,1.5163
STEI_002,1.4992500000000002
STEI_003,1.4564
STEI_004,1.2227
STEI_005,1.2034875
STEI_006,1.4410375
STEI_007,1.5404375
STEI_008,1.5390750000000002
STEI_009,1.2327875
STEI_010,1.45475
STEI_011,1.44935
STEI_012,1.4646125
STEI_013,1.510575
STEI_014,1.431725
STEI_015,1.5034625
STEI_016,1.5052125
STEI_017,1.407625
STEI_019,1.2764875
STEI_021,1.53585
STEI_022,1.2799375
STEI_023,1.254225
STEI_046,1.262775
STEI_047,1.2743375
STEI_048,1.306775
STEI_049,1.2743375
STEI_050,1.306775
STEI_051,1.262775
STEI_052,1.507275
STEI_053,1.262775
STEI_054,1.306775
STEI_055,1.507275
STEI_056,1.2743375
STEI_057,1.2743375
STEI_058,1.507275
STEI_059,1.2743375
STEI_060,1.2743375
STEI_061,1.262775
STEI_062,1.262775
TALL_001,1.7330875
TALL_002,1.7201750000000002
TALL_003,1.6880000000000002
TALL_004,1.4914125
TALL_005,1.7318375
TALL_006,1.5184375
TALL_007,1.7436625
TALL_008,1.718025
TALL_009,1.530125
TALL_010,1.7259375
TALL_011,1.4716375
TALL_012,1.738725
TALL_013,1.7277250000000002
TALL_015,1.7420875000000002
TALL_016,1.7310375
TALL_017,1.7155625
TALL_018,1.7261125000000002
TALL_020,1.49435
TALL_022,1.4462
TALL_025,1.5639500000000002
TALL_042,1.5735750000000002
TALL_043,1.5735750000000002
TALL_044,1.7302875000000002
TALL_045,1.7302875000000002
TALL_046,1.5735750000000002
TALL_047,1.541875
TALL_048,1.541875
TALL_049,1.541875
TALL_050,1.541875
TALL_051,1.541875
TALL_052,1.541875
TALL_053,1.541875
TALL_054,1.541875
TALL_055,1.735875
TALL_056,1.541875
TALL_057,1.735875
TALL_058,1.729
TALL_059,1.7378
TALL_060,1.7302875000000002
TALL_061,1.735875
TALL_064,1.71015
TEAK_001,0.95845
TEAK_002,0.8329500000000001
TEAK_003,0.9098125
TEAK_004,0.8614125
TEAK_005,0.6365375
TEAK_006,0.791175
TEAK_007,0.9005875000000001
TEAK_010,0.8975500000000001
TEAK_011,0.9645875
TEAK_012,0.9098125
TEAK_013,0.926525
TEAK_014,0.8928625
TEAK_015,0.8311625
TEAK_016,0.79725
TEAK_017,0.937525
TEAK_018,0.8496875
TEAK_019,1.0467
TEAK_020,0.8403750000000001
TEAK_024,0.8095375
TEAK_025,0.8502500000000001
TEAK_043,0.9377125
TEAK_044,0.9539125
TEAK_045,0.9062125
TEAK_046,0.9645875
TEAK_047,0.95745
TEAK_048,0.9496375
TEAK_049,0.95385
TEAK_050,0.9539125
TEAK_051,0.9496375
TEAK_052,0.9036875
TEAK_053,0.95745
TEAK_054,0.9496375
TEAK_055,0.95385
TEAK_056,0.95385
TEAK_057,0.95745
TEAK_058,0.9000250000000001
TEAK_059,0.9496375
TEAK_060,0.9496375
TEAK_061,0.9496375
TEAK_062,0.95385
TREE_001,1.2198125
TREE_002,1.1998000000000002
TREE_003,1.2512625000000002
TREE_004,1.231275
TREE_005,1.224675
TREE_006,1.267825
TREE_007,1.2482125
TREE_008,1.231275
TREE_009,1.2198125
TREE_010,1.23635
TREE_011,1.218825
TREE_012,1.2326125
TREE_014,1.2198125
TREE_015,1.2436
TREE_016,1.2311375
TREE_017,1.2326125
TREE_018,1.2311375
TREE_019,1.2395125
TREE_022,1.2482125
TREE_023,1.262875
TREE_025,1.252125
TREE_039,1.25175
TREE_040,1.25175
TREE_041,1.25175
TREE_042,1.2407875000000002
TREE_043,1.2395125
TREE_044,1.252125
TREE_045,1.252125
TREE_046,1.2407875000000002
TREE_047,1.25175
TREE_048,1.252125
TREE_049,1.2407875000000002
TREE_050,1.2158625
TREE_051,1.2407875000000002
TREE_052,1.24885
TREE_053,1.2158625
TREE_054,1.2158625
TREE_055,1.2158625
TREE_056,1.2407875000000002
TREE_057,1.252125
TREE_060,1.21445
TREE_062,1.2768125
TREE_063,1.2254625
TREE_064,1.228325
UNDE_001,1.211225
UNDE_002,1.1733
UNDE_003,1.2032
UNDE_006,1.1651875
UNDE_007,1.221125
UNDE_008,1.1651875
UNDE_010,1.2438
UNDE_011,1.2195125
UNDE_012,1.0965
UNDE_013,1.15385
UNDE_014,1.2012
UNDE_015,1.1761375
UNDE_016,1.1830125
UNDE_018,1.18935
UNDE_019,1.20495
UNDE_020,1.180225
UNDE_021,1.170175
UNDE_022,1.2005750000000002
UNDE_023,1.191575
UNDE_027,1.2080875
UNDE_037,1.224825
UNDE_038,1.2347750000000002
UNDE_043,1.224825
UNDE_044,1.2347750000000002
UNDE_045,1.2347750000000002
UNDE_047,1.2347750000000002
UNDE_048,1.224825
UNDE_049,1.224825
UNDE_050,1.15385
UNDE_052,1.224825
UNDE_054,1.2347750000000002
UNDE_055,1.15385
UNDE_056,1.224825
UNDE_057,1.2347750000000002
UNDE_058,1.224825
UNDE_059,1.2347750000000002
UNDE_060,1.2347750000000002
UNDE_061,1.2347750000000002
UNDE_065,1.235875
UNDE_078,1.2123875000000002
WREF_001,1.4488125
WREF_002,1.4661125
WREF_003,1.475425
WREF_004,1.517575
WREF_005,1.4316125
WREF_006,1.437375
WREF_007,1.40305
WREF_008,1.4168375
WREF_009,1.4120875000000002
WREF_010,1.496975
WREF_011,1.475575
WREF_012,1.38765
WREF_013,1.476725
WREF_014,1.4062375
WREF_015,1.41535
WREF_016,1.4771
WREF_017,1.461375
WREF_018,1.4865125
WREF_019,1.3958000000000002
WREF_020,1.5069750000000002
WREF_070,1.4646750000000002
WREF_071,1.4776375000000002
WREF_072,1.4300000000000002
WREF_073,1.487375
WREF_074,1.4873500000000002
WREF_075,1.4350125
WREF_076,1.4300000000000002
WREF_077,1.4284
WREF_078,1.4994125
WREF_079,1.4284
WREF_080,1.4284
WREF_081,1.4646750000000002
WREF_082,1.459475
WREF_083,1.4300000000000002
WREF_084,1.4776375000000002
WREF_085,1.4873500000000002
WREF_086,1.4284
WREF_087,1.4350125
WREF_088,1.4776375000000002
WREF_089,1.4300000000000002
BONA_001,0.8969
BONA_002,0.8582125
BONA_003,0.51995
BONA_004,0.696875
BONA_005,0.62775
BONA_006,0.7347
BONA_007,0.836075
BONA_008,0.85545
BONA_009,0.8239500000000001
BONA_010,0.7041375000000001
BONA_011,0.5914250000000001
BONA_012,0.7993125
BONA_013,0.7387125
BONA_014,0.8618250000000001
BONA_016,0.676725
BONA_018,0.577825
BONA_021,0.8461875000000001
BONA_022,0.7041375000000001
BONA_023,0.7903875
BONA_026,0.6595625
BONA_070,0.641525
BONA_071,0.664875
BONA_072,0.9155125000000001
BONA_073,0.9155125000000001
BONA_074,0.664875
BONA_075,0.9155125000000001
BONA_076,0.664875
BONA_077,0.7942250000000001
BONA_078,0.9075125
BONA_079,0.85565
BONA_080,0.641525
BONA_081,0.7942250000000001
BONA_082,0.9075125
BONA_083,0.664875
BONA_084,0.641525
BONA_085,0.641525
BONA_086,0.68935
BONA_087,0.85565
BONA_088,0.9155125000000001
BONA_089,0.664875
BONA_093,0.664875
DEJU_001,0.61765
DEJU_002,0.6434
DEJU_003,0.5111125000000001
DEJU_004,0.38322500000000004
DEJU_005,0.56245
DEJU_006,0.4220375
DEJU_007,0.6258750000000001
DEJU_008,0.48152500000000004
DEJU_009,0.585925
DEJU_010,0.37598750000000003
DEJU_014,0.446125
DEJU_015,0.608475
DEJU_016,0.5396375
DEJU_017,0.5243875
DEJU_018,0.42371250000000005
DEJU_019,0.5080250000000001
DEJU_020,0.50985
DEJU_021,0.5662375000000001
DEJU_023,0.457125
DEJU_024,0.599425
DEJU_045,0.57715
DEJU_046,0.591475
DEJU_047,0.6434
DEJU_048,0.5173125000000001
DEJU_049,0.57715
DEJU_050,0.550525
DEJU_051,0.591475
DEJU_052,0.57715
DEJU_053,0.550525
DEJU_054,0.591475
DEJU_055,0.5263375
DEJU_056,0.57715
DEJU_057,0.5974875000000001
DEJU_058,0.5263375
DEJU_059,0.550525
DEJU_060,0.6349250000000001
DEJU_061,0.5173125000000001
DEJU_062,0.550525
DEJU_063,0.591475
DEJU_064,0.550525
DELA_001,1.3425
DELA_002,1.3110375
DELA_003,1.3385375
DELA_004,1.3631625
DELA_005,1.2956125
DELA_006,1.3945875
DELA_007,1.3718000000000001
DELA_008,1.5493375
DELA_009,1.3385375
DELA_010,1.3718000000000001
DELA_011,1.233875
DELA_012,1.3110375
DELA_013,1.5493375
DELA_014,1.3110375
DELA_015,1.3062875
DELA_016,1.3945875
DELA_017,1.3477125
DELA_018,1.3718000000000001
DELA_019,1.3749875
DELA_020,1.3718000000000001
DELA_021,1.4169
DELA_022,1.5493375
DELA_023,1.3165125
DELA_037,1.3718000000000001
DELA_038,1.3475375
DELA_039,1.3450250000000001
DELA_040,1.3475375
DELA_041,1.3475375
DELA_042,1.3475375
DELA_043,1.3475375
DELA_044,1.3475375
DELA_045,1.3475375
DELA_046,1.3749875
DELA_047,1.3718000000000001
DELA_048,1.3718000000000001
DELA_049,1.3718000000000001
DELA_050,1.3475375
DELA_051,1.3475375
DELA_052,1.3475375
DELA_053,1.3749875
DELA_054,1.3718000000000001
DELA_055,1.3475375
DELA_056,1.3718000000000001
DELA_059,1.3196125
HEAL_001,0.49343750000000003
HEAL_002,0.4794625
HEAL_003,0.5041
HEAL_004,0.49157500000000004
HEAL_005,0.5042875
HEAL_006,0.4839625
HEAL_010,0.48950000000000005
HEAL_011,0.4946625
HEAL_014,0.478225
HEAL_015,0.4699875
HEAL_016,0.5053875
HEAL_017,0.4783375
HEAL_018,0.4955375
HEAL_019,0.4926625
HEAL_020,0.48142500000000005
HEAL_021,0.4058
HEAL_022,0.47976250000000004
HEAL_023,0.478225
HEAL_024,0.48307500000000003
HEAL_025,0.46820000000000006
HEAL_026,0.4875625
HEAL_045,0.4924875
HEAL_046,0.49507500000000004
HEAL_047,0.4987875
HEAL_048,0.4924875
HEAL_049,0.5040250000000001
HEAL_050,0.5040250000000001
HEAL_051,0.49507500000000004
HEAL_052,0.49507500000000004
HEAL_053,0.49507500000000004
HEAL_054,0.4880375
HEAL_055,0.4987875
HEAL_056,0.49507500000000004
HEAL_057,0.48610000000000003
HEAL_058,0.49507500000000004
HEAL_059,0.4987875
HEAL_060,0.5040250000000001
HEAL_061,0.4987875
HEAL_062,0.49507500000000004
HEAL_063,0.4924875
HEAL_064,0.5040250000000001
HEAL_065,0.49507500000000004
HEAL_066,0.4987875
HEAL_067,0.49507500000000004
HEAL_068,0.4880375
HEAL_069,0.49507500000000004
HEAL_070,0.5040250000000001
HEAL_071,0.5040250000000001
HEAL_072,0.4924875
HEAL_073,0.49507500000000004
HEAL_074,0.49507500000000004
LENO_001,1.262025
LENO_002,1.2905375000000001
LENO_003,1.2898125
LENO_004,1.251575
LENO_005,1.2981
LENO_006,1.5613375
LENO_007,1.352125
LENO_008,1.5613375
LENO_009,1.3208
LENO_010,1.5075875
LENO_011,1.3049875000000002
LENO_012,1.5075875
LENO_013,1.3333375
LENO_014,1.352125
LENO_015,1.5613375
LENO_016,1.3175750000000002
LENO_017,1.2421375000000001
LENO_018,1.5490375
LENO_019,1.3416125
LENO_021,1.4849750000000002
LENO_022,1.3783375
LENO_061,1.4956500000000001
LENO_062,1.4956500000000001
LENO_063,1.4956500000000001
LENO_064,1.4485375
LENO_065,1.4956500000000001
LENO_066,1.4485375
LENO_067,1.4956500000000001
LENO_068,1.4956500000000001
LENO_069,1.4485375
LENO_070,1.4485375
UKFS_001,1.4391125
UKFS_002,1.3696625
UKFS_003,1.0514875000000001
UKFS_004,1.3665
UKFS_005,1.4530125
UKFS_006,1.4198375
UKFS_007,1.0985625
UKFS_008,1.0953375
UKFS_009,1.0868625
UKFS_010,1.0514875000000001
UKFS_011,1.0953375
UKFS_012,1.0868625
UKFS_013,1.1777125000000002
UKFS_014,1.4391125
UKFS_015,1.4530125
UKFS_016,1.2391625000000002
UKFS_017,1.0449375
UKFS_018,1.125825
UKFS_019,1.4198375
UKFS_025,1.1449875
UKFS_031,1.4391125
UKFS_032,1.3829625
UKFS_043,1.4150625000000001
UKFS_044,1.4510375
UKFS_045,1.4391125
UKFS_046,1.4150625000000001
UKFS_047,1.3829625
UKFS_048,1.0953375
UKFS_049,1.4510375
UKFS_050,1.4278
UKFS_051,1.2391625000000002
UKFS_052,1.4391125
UKFS_053,1.4510375
UKFS_054,1.0953375
UKFS_055,1.3829625
UKFS_056,1.4510375
UKFS_057,1.3829625
UKFS_058,1.4510375
UKFS_059,1.0953375
UKFS_060,1.3829625
YELL_001,0.5610125
YELL_002,0.587025
YELL_003,0.46585000000000004
YELL_004,0.46716250000000004
YELL_005,0.40066250000000003
YELL_006,0.4582375
YELL_007,0.5220250000000001
YELL_008,0.4811
YELL_009,0.5953125
YELL_010,0.453175
YELL_011,0.4289875
YELL_012,0.661725
YELL_013,0.4657375
YELL_014,0.5936125000000001
YELL_015,0.4411875
YELL_016,0.4025
YELL_018,0.5447125
YELL_020,0.7851625000000001
YELL_021,0.8217625000000001
YELL_022,0.4573375
YELL_023,0.5246125
YELL_043,0.5473375
YELL_044,0.46585000000000004
YELL_045,0.5473375
YELL_046,0.5473375
YELL_047,0.5078875
YELL_048,0.5078875
YELL_049,0.5473375
YELL_050,0.479275
YELL_051,0.479275
YELL_052,0.479275
YELL_053,0.5473375
YELL_054,0.479275
YELL_055,0.479275
YELL_056,0.5078875
YELL_057,0.479275
YELL_058,0.46585000000000004
YELL_059,0.5473375
YELL_060,0.48697500000000005
YELL_061,0.479275
YELL_062,0.5078875
