plotID,pml_gpp,pml_gpp_trend,pml_gpp_sd
ABBY_001,531.6645766590389,2.210866924837102,42.62948743987297
ABBY_002,487.74334096109834,1.9007173032916482,69.61811068139538
ABBY_003,487.0300686498856,5.054950712902581,67.09158387188997
ABBY_004,520.5215560640733,-2.856479493047026,57.36817328057531
ABBY_005,562.6916704805492,1.2404673472979226,35.587034655227555
ABBY_006,532.3350114416477,4.266920436542791,55.80553899508761
ABBY_007,516.1421510297482,-4.248255588804826,82.04517005074999
ABBY_008,560.6363386727688,0.03218271431082398,41.53722788267792
ABBY_009,520.5215560640733,-2.856479493047026,57.36817328057531
ABBY_010,560.1927231121282,2.890107375462012,44.10620559917583
ABBY_011,525.0941418764302,-0.9539156838585559,66.8976240660621
ABBY_012,590.9463615560641,1.603465058968424,36.605514003984666
ABBY_013,492.1921281464532,5.11644868861101,79.74882675743682
ABBY_014,532.1117620137298,-2.303583876078248,70.96064924121596
ABBY_015,441.417528604119,-5.52780760429507,87.04416424983344
ABBY_016,497.3232494279177,3.4949859179720963,72.37470365950503
ABBY_017,546.5524027459954,-2.439818693891947,60.0177679497318
ABBY_018,552.9871853546911,0.7323886639675145,51.8067493378103
ABBY_019,494.6720823798627,1.0444191163526573,71.01910096630056
ABBY_023,507.470114416476,6.17361908114757,57.74190170139974
ABBY_025,528.5086956521739,-0.9475585284281124,19.071006507915435
ABBY_061,490.66475972540053,0.45222936102789546,81.76203513895254
ABBY_062,490.4720823798627,0.4586331631754049,81.695980825854
ABBY_063,490.66475972540053,0.45222936102789546,81.76203513895254
ABBY_064,490.66475972540053,0.45222936102789546,81.76203513895254
ABBY_065,508.2520366132723,-1.7779449040662518,60.59640231720375
ABBY_066,490.66475972540053,0.45222936102789546,81.76203513895254
ABBY_067,490.66475972540053,0.45222936102789546,81.76203513895254
ABBY_068,490.66475972540053,0.45222936102789546,81.76203513895254
ABBY_069,490.4720823798627,0.4586331631754049,81.695980825854
ABBY_070,490.66475972540053,0.45222936102789546,81.76203513895254
ABBY_073,490.4720823798627,0.4586331631754049,81.695980825854
ABBY_074,490.4720823798627,0.4586331631754049,81.695980825854
ABBY_075,490.00041189931346,-0.9058642844570384,72.83898322299767
ABBY_076,490.66475972540053,0.45222936102789546,81.76203513895254
ABBY_077,530.1597254004577,-1.966107199436795,71.63214882563221
BART_001,431.2099313501144,1.0776579827494845,17.91780025136624
BART_002,422.63775743707106,0.7272566449568338,16.47315159234636
BART_003,456.5881006864988,0.6838496743530742,16.868501511055513
BART_004,431.1576659038902,0.439284456961772,15.986360517444844
BART_005,474.59885583524033,0.1403978172856616,14.794067761444227
BART_006,440.6535469107551,0.7910376694243657,19.444379844705864
BART_007,440.57002288329517,0.2611318429853653,14.031167144266258
BART_010,445.3370251716247,-0.0357014610104143,16.741747012757795
BART_011,440.57002288329517,0.2611318429853653,14.031167144266258
BART_012,426.100823798627,1.0750607287449065,20.640031858102795
BART_013,426.34041189931355,0.17115912691423268,18.81010165836965
BART_015,440.78219679633867,0.6019177961626072,17.69201971310326
BART_016,464.6167505720823,0.020114416475936998,16.79838699087304
BART_018,449.722242562929,0.12722496039425582,17.479589465131887
BART_019,445.29496567505726,0.08863668368242282,14.445983611772924
BART_023,445.3370251716247,-0.0357014610104143,16.741747012757795
BART_024,445.3370251716247,-0.0357014610104143,16.741747012757795
BART_025,431.90654462242566,1.2661820102094417,19.082004195149484
BART_026,431.90654462242566,1.2661820102094417,19.082004195149484
BART_027,453.91267734553776,0.49530188347118215,16.42281195762308
BART_028,441.952814645309,0.4195009681393819,16.93862569974665
BART_032,445.29496567505726,0.08863668368242282,14.445983611772924
BART_033,437.92237986270027,0.2397016370356947,15.196777823487917
BART_034,437.92237986270027,0.2397016370356947,15.196777823487917
BART_036,436.39061784897024,0.14935574722756523,16.43252286016717
BART_037,443.53244851258586,0.31386639676108985,18.36990208941778
BART_039,429.7750114416477,0.1415358211582124,18.22678120192769
BART_040,429.6535926773456,0.14223112128143353,18.22805498167244
BART_041,437.92237986270027,0.2397016370356947,15.196777823487917
BART_042,436.39061784897024,0.14935574722756523,16.43252286016717
BART_044,443.53244851258586,0.31386639676108985,18.36990208941778
BART_046,443.53244851258586,0.31386639676108985,18.36990208941778
BART_047,429.6535926773456,0.14223112128143353,18.22805498167244
BART_050,436.39061784897024,0.14935574722756523,16.43252286016717
BART_051,429.7750114416477,0.1415358211582124,18.22678120192769
BART_070,437.92237986270027,0.2397016370356947,15.196777823487917
BART_071,445.16585812356976,0.09067153670125853,14.441522891567798
BART_072,436.39061784897024,0.14935574722756523,16.43252286016717
BART_073,429.7750114416477,0.1415358211582124,18.22678120192769
BART_074,443.53244851258586,0.31386639676108985,18.36990208941778
BART_075,436.39061784897024,0.14935574722756523,16.43252286016717
BLAN_001,442.26448512585813,-1.927740714662982,30.595051393467475
BLAN_003,441.05542334096106,-2.7810508713255415,36.833732883387235
BLAN_004,439.1735469107552,-2.21581851786664,35.45996077635387
BLAN_005,443.3410068649886,-1.7745634571379039,52.09747503019389
BLAN_006,550.3345080091534,9.872973068121699,90.76087678712449
BLAN_007,466.73835240274605,-0.2771448688611588,68.82478716875991
BLAN_008,466.73835240274605,-0.2771448688611588,68.82478716875991
BLAN_009,442.26448512585813,-1.927740714662982,30.595051393467475
BLAN_010,439.1735469107552,-2.21581851786664,35.45996077635387
BLAN_011,574.5439816933638,-0.4250994543214239,77.6827975886782
BLAN_012,550.3345080091534,9.872973068121699,90.76087678712449
BLAN_013,442.0283752860412,-3.950979581059723,41.8267504992133
BLAN_014,448.121418764302,-1.5722337616617441,33.58391478492577
BLAN_015,602.6333180778031,8.094334624185798,90.32841484077943
BLAN_016,439.1735469107552,-2.21581851786664,35.45996077635387
BLAN_017,443.3410068649886,-1.7745634571379039,52.09747503019389
BLAN_018,550.3345080091534,9.872973068121699,90.76087678712449
BLAN_019,439.175652173913,-2.2165050167224796,35.47081865677017
BLAN_020,540.8813272311213,1.0683559232529016,61.774268815949014
BLAN_031,377.8044393592678,0.31328991374749915,70.32034628458557
BLAN_032,412.71816933638445,2.216827143108542,35.93909207357406
BLAN_033,404.6066361556064,-2.1511802499560337,30.243214791208345
BLAN_034,377.8044393592678,0.31328991374749915,70.32034628458557
BLAN_035,412.71816933638445,2.216827143108542,35.93909207357406
BLAN_036,501.6778489702517,-2.1624969195564963,83.54498990643576
BLAN_037,377.8044393592678,0.31328991374749915,70.32034628458557
BLAN_038,404.6066361556064,-2.1511802499560337,30.243214791208345
BLAN_039,404.6066361556064,-2.1511802499560337,30.243214791208345
BLAN_040,404.6066361556064,-2.1511802499560337,30.243214791208345
BLAN_041,501.6778489702517,-2.1624969195564963,83.54498990643576
BLAN_042,404.6066361556064,-2.1511802499560337,30.243214791208345
BLAN_043,404.6066361556064,-2.1511802499560337,30.243214791208345
BLAN_044,377.8044393592678,0.31328991374749915,70.32034628458557
BLAN_045,404.6066361556064,-2.1511802499560337,30.243214791208345
BLAN_046,412.71816933638445,2.216827143108542,35.93909207357406
BLAN_047,501.6778489702517,-2.1624969195564963,83.54498990643576
BLAN_048,501.6778489702517,-2.1624969195564963,83.54498990643576
BLAN_049,377.8044393592678,0.31328991374749915,70.32034628458557
BLAN_050,501.6778489702517,-2.1624969195564963,83.54498990643576
BLAN_051,404.6066361556064,-2.1511802499560337,30.243214791208345
BLAN_052,377.8044393592678,0.31328991374749915,70.32034628458557
BLAN_053,412.71816933638445,2.216827143108542,35.93909207357406
BLAN_054,404.6066361556064,-2.1511802499560337,30.243214791208345
BLAN_055,377.8044393592678,0.31328991374749915,70.32034628458557
BLAN_056,404.6066361556064,-2.1511802499560337,30.243214791208345
BLAN_057,412.71816933638445,2.216827143108542,35.93909207357406
BLAN_059,412.71816933638445,2.216827143108542,35.93909207357406
BLAN_060,404.6066361556064,-2.1511802499560337,30.243214791208345
BLAN_063,501.6778489702517,-2.1624969195564963,83.54498990643576
BLAN_064,377.8044393592678,0.31328991374749915,70.32034628458557
BLAN_068,439.1735469107552,-2.21581851786664,35.45996077635387
BONA_001,268.0070938215103,1.149801091357117,38.68461136160122
BONA_002,321.66759725400453,0.7051029748283549,39.933124229497025
BONA_003,141.07290617848972,1.1583761661679373,20.651043352283526
BONA_004,208.38366132723112,0.6884360147861034,22.965255280161763
BONA_005,293.7174828375286,0.5062665023762801,41.003213632692784
BONA_006,220.44151029748286,1.1719591621193208,27.259112856641703
BONA_007,268.6905720823799,3.5317241682801908,35.68783571865211
BONA_008,285.48068649885585,5.4483365604646155,49.775919428356474
BONA_009,190.9613272311213,8.596499735961947,64.02618978871413
BONA_010,225.86901601830664,6.42425717303284,59.539531946157545
BONA_011,158.63697940503434,0.09904154198202506,14.710021450837614
BONA_012,283.52677345537757,1.7224837176553174,42.226918298174695
BONA_013,210.51597254004577,2.2373675409258706,26.62982697958214
