plotID,s2_dist,s2_dist_year,s2_dist_mag,s2_recovery,nbr_trend
SOAP_057,1,2021,-0.1,0.0354,0.0091
SOAP_058,1,2021,-0.308,0.0419,-0.0115
SOAP_059,1,2021,-0.58,0.1121,-0.0331
SOAP_060,1,2021,-0.174,0.0234,-0.0125
SOAP_061,1,2021,-0.125,0.0394,0.0018
STEI_001,0,0,-0.073,0.0112,-0.0005
STEI_002,0,0,-0.026,0.0005,-0.0006
STEI_003,0,0,-0.023,0.0006,0.0001
STEI_004,0,0,-0.05,0.0042,-0.0007
STEI_005,0,0,-0.022,0.007,0.0025
STEI_006,1,2017,-0.091,0.0065,0.0029
STEI_007,0,0,-0.021,0.0022,0.0017
STEI_008,0,0,-0.019,,-0.0021
STEI_009,0,0,-0.019,,0.0005
STEI_010,0,0,-0.03,0.01,0.0005
STEI_011,0,0,-0.022,0.0062,0.0058
STEI_012,0,0,-0.022,,0.0005
STEI_013,0,0,-0.037,0.0004,-0.0006
STEI_014,0,0,-0.022,-0.0001,-0.0007
STEI_015,1,2018,-0.092,0.0109,0.0039
STEI_016,0,0,-0.028,0.0009,0.0001
STEI_017,0,0,-0.046,0.0019,0.0006
STEI_019,0,0,-0.037,,-0.0012
STEI_021,0,0,-0.03,-0.0007,-0.0026
STEI_022,0,0,-0.033,0.0068,-0.0016
STEI_023,0,0,-0.026,,-0.0004
STEI_046,0,0,-0.034,,-0.0002
STEI_047,1,2017,-0.089,0.0081,0.0038
STEI_048,0,0,-0.078,0.0036,0.0011
STEI_049,1,2017,-0.102,0.0065,0.0025
STEI_050,1,2017,-0.1,0.0046,0.0006
STEI_051,0,0,-0.046,,-0.0026
STEI_052,0,0,-0.057,0.0038,0.0021
STEI_053,0,0,-0.068,0.0059,0.0022
STEI_054,1,2017,-0.087,0.0043,0.0011
STEI_055,0,0,-0.068,0.0067,0.0038
STEI_056,1,2017,-0.113,0.0076,0.0032
STEI_057,1,2024,-0.085,,0.003
STEI_058,0,0,-0.048,0.0064,0.0027
STEI_059,0,0,-0.057,0.0004,-0.0012
STEI_060,0,0,-0.028,0.0041,0.0011
STEI_061,0,0,-0.035,,0.0008
STEI_062,0,0,-0.043,,0.0012
TALL_001,0,0,-0.016,,0.0002
TALL_002,0,0,-0.028,0.0028,-0.0027
TALL_003,0,0,-0.071,0.0332,0.048
TALL_004,0,0,-0.063,0.0119,0.0101
TALL_005,0,0,-0.034,0.005,0.0246
TALL_006,1,2017,-0.093,0.007,0.0016
TALL_007,0,0,-0.043,0.0014,0.0002
TALL_008,0,0,-0.045,-0.0035,-0.0049
TALL_009,1,2022,-0.092,0.0193,0.0109
TALL_010,0,0,-0.048,-0.0019,-0.003
TALL_011,0,0,-0.043,-0.0056,-0.0023
TALL_012,0,0,-0.019,-0.0031,0.0026
TALL_013,0,0,-0.067,0.0163,-0.0019
TALL_015,0,0,-0.07,-0.0031,-0.0048
TALL_016,0,0,-0.07,0.0077,0.0046
TALL_017,0,0,-0.071,0.0162,0.0079
TALL_018,0,0,-0.022,,-0.0011
TALL_020,1,2019,-0.099,0.0109,0.0019
TALL_022,0,0,-0.075,0.0054,0.0031
TALL_025,0,0,-0.017,0.0034,0.0035
TALL_042,0,0,-0.049,0.0071,0.0062
TALL_043,0,0,-0.055,0.0111,0.0102
TALL_044,0,0,-0.029,-0.008,-0.0017
TALL_045,0,0,-0.053,-0.0017,0.0009
TALL_046,0,0,-0.041,0.0034,0.002
TALL_047,0,0,-0.024,,0.0007
TALL_048,1,2022,-0.089,0.017,0.0005
TALL_049,0,0,-0.059,0.0081,0.0016
TALL_050,0,0,-0.061,0.0178,0.0009
TALL_051,0,0,-0.061,0.0046,0.0034
TALL_052,1,2022,-0.08,0.0201,0.0047
TALL_053,0,0,-0.041,0.0017,-0.0001
TALL_054,1,2018,-0.101,0.0068,0.0032
TALL_055,0,0,-0.071,0.0029,0.0006
TALL_056,1,2022,-0.128,0.0249,0.004
TALL_057,0,0,-0.067,0.0069,0.0024
TALL_058,0,0,-0.029,0.0033,0.0013
TALL_059,0,0,-0.038,-0.0025,-0.0041
TALL_060,0,0,-0.048,0.0042,0.0023
TALL_061,0,0,-0.058,0.0061,0.0027
TALL_064,0,0,-0.035,0.0117,-0.0021
TEAK_001,0,0,-0.037,0.0045,0.0003
TEAK_002,0,0,-0.052,-0.0061,-0.0089
TEAK_003,0,0,-0.028,0.0126,-0.0016
TEAK_004,0,0,-0.049,0.0008,-0.001
TEAK_005,0,0,-0.056,,-0.0063
TEAK_006,0,0,-0.058,0.0086,-0.0012
TEAK_007,0,0,-0.04,0.0001,-0.0024
TEAK_010,0,0,-0.065,0.0324,0.0112
TEAK_011,0,0,-0.03,0.011,0.0005
TEAK_012,0,0,-0.044,-0.0006,-0.0015
TEAK_013,0,0,-0.035,-0.0028,-0.0046
TEAK_014,0,0,-0.052,0.034,0.0132
TEAK_015,0,0,-0.042,-0.0061,-0.0072
TEAK_016,0,0,-0.014,-0.0003,0.0
TEAK_017,0,0,-0.036,0.0161,0.0065
TEAK_018,0,0,-0.067,-0.0015,-0.0046
TEAK_019,0,0,-0.063,-0.0019,-0.0057
TEAK_020,0,0,-0.053,0.0025,0.0006
TEAK_024,0,0,-0.055,-0.0034,-0.0052
TEAK_025,0,0,-0.027,0.002,0.0008
TEAK_043,0,0,-0.022,0.0045,-0.0017
TEAK_044,0,0,-0.036,,0.0013
TEAK_045,0,0,-0.036,-0.0036,-0.0056
TEAK_046,0,0,-0.047,-0.0024,-0.0051
TEAK_047,0,0,-0.038,0.0057,-0.0001
TEAK_048,0,0,-0.045,-0.0047,-0.0078
TEAK_049,0,0,-0.032,0.0114,-0.0048
TEAK_050,0,0,-0.014,-0.0029,-0.0032
TEAK_051,0,0,-0.031,-0.0032,-0.0064
TEAK_052,0,0,-0.024,0.0121,0.0024
TEAK_053,1,2021,-0.167,0.023,-0.0047
TEAK_054,0,0,-0.017,0.009,0.0025
TEAK_055,0,0,-0.028,0.012,-0.0006
TEAK_056,0,0,-0.024,,0.0064
TEAK_057,0,0,-0.021,0.002,0.0005
TEAK_058,0,0,-0.037,0.0015,-0.0006
TEAK_059,0,0,-0.068,-0.0067,-0.0117
TEAK_060,0,0,-0.032,-0.0003,-0.0025
TEAK_061,0,0,-0.043,-0.0002,-0.0013
TEAK_062,0,0,-0.025,0.0029,0.0003
TREE_001,0,0,-0.06,0.0095,-0.0029
TREE_002,0,0,-0.039,0.0007,-0.0067
TREE_003,0,0,-0.04,,0.0012
TREE_004,0,0,-0.039,-0.0032,-0.0055
TREE_005,0,0,-0.045,-0.0002,-0.0038
TREE_006,1,2017,-0.21,0.0131,0.0043
TREE_007,0,0,-0.032,-0.003,0.0071
TREE_008,0,0,-0.036,0.0051,0.0006
TREE_009,0,0,-0.035,,-0.01
TREE_010,0,0,-0.036,,-0.0002
TREE_011,0,0,-0.06,-0.0008,-0.0032
TREE_012,0,0,-0.053,,-0.002
TREE_014,1,2020,-0.098,0.0156,-0.0006
TREE_015,0,0,-0.042,0.0009,-0.0012
TREE_016,0,0,-0.038,0.0007,0.0058
TREE_017,0,0,-0.03,0.0047,0.0029
TREE_018,0,0,-0.013,0.0006,0.0031
TREE_019,0,0,-0.039,,0.0002
TREE_022,0,0,-0.052,,-0.0029
TREE_023,0,0,-0.031,,-0.0013
TREE_025,0,0,-0.038,,0.0003
TREE_039,0,0,-0.054,,0.0006
TREE_040,0,0,-0.027,0.0015,0.0008
TREE_041,0,0,-0.033,,0.0018
TREE_042,0,0,-0.043,,-0.0024
TREE_043,0,0,-0.025,-0.0065,-0.0083
TREE_044,0,0,-0.054,,-0.0027
TREE_045,0,0,-0.033,-0.0007,0.0009
TREE_046,0,0,-0.03,,-0.0021
TREE_047,0,0,-0.027,,0.0048
TREE_048,0,0,-0.043,,0.0009
TREE_049,0,0,-0.026,,-0.0001
TREE_050,0,0,-0.068,0.0042,-0.0036
TREE_051,0,0,-0.041,0.0048,0.0003
TREE_052,0,0,-0.04,,-0.0091
TREE_053,0,0,-0.039,0.0035,-0.0041
TREE_054,1,2022,-0.083,0.0183,-0.0101
TREE_055,0,0,-0.044,0.011,-0.0016
TREE_056,0,0,-0.042,0.0058,-0.0031
TREE_057,0,0,-0.047,,-0.0003
TREE_060,0,0,-0.031,-0.0005,0.002
TREE_062,0,0,-0.029,-0.018,-0.0111
TREE_063,0,0,-0.04,-0.0163,-0.0092
TREE_064,0,0,-0.018,-0.0115,-0.0035
UNDE_001,0,0,-0.02,,0.001
UNDE_002,0,0,-0.025,0.0084,0.0025
UNDE_003,0,0,-0.057,,0.0011
UNDE_006,0,0,-0.011,0.0017,0.0033
UNDE_007,0,0,-0.029,,0.0003
UNDE_008,0,0,-0.024,,0.0052
UNDE_010,0,0,-0.028,,-0.0013
UNDE_011,0,0,-0.044,-0.0002,-0.0012
UNDE_012,0,0,-0.051,0.004,0.0008
UNDE_013,0,0,-0.016,0.0022,0.0072
UNDE_014,0,0,-0.019,,0.0069
UNDE_015,0,0,-0.08,,-0.0048
UNDE_016,0,0,-0.013,0.0088,0.008
UNDE_018,0,0,-0.039,0.0093,0.005
UNDE_019,0,0,-0.017,,0.0018
UNDE_020,0,0,-0.048,,-0.0028
UNDE_021,0,0,-0.03,0.001,0.0007
UNDE_022,0,0,-0.047,0.0075,-0.0034
UNDE_023,0,0,-0.019,,0.0013
UNDE_027,0,0,-0.024,,0.0065
UNDE_037,0,0,-0.028,,-0.0004
UNDE_038,0,0,-0.017,,0.0066
UNDE_043,0,0,-0.018,,0.0021
UNDE_044,0,0,-0.015,,0.0081
UNDE_045,0,0,-0.013,,0.0015
UNDE_047,0,0,-0.019,0.0041,0.0049
UNDE_048,0,0,-0.022,0.0019,0.0021
UNDE_049,0,0,-0.024,,0.0047
UNDE_050,0,0,-0.031,,0.0034
UNDE_052,0,0,-0.016,,0.0019
UNDE_054,0,0,-0.014,0.0054,0.006
UNDE_055,0,0,-0.026,,0.0039
UNDE_056,0,0,-0.015,0.0025,0.0032
UNDE_057,0,0,-0.027,0.0027,-0.0001
UNDE_058,0,0,-0.024,0.0046,0.005
UNDE_059,1,2024,-0.084,,-0.0052
UNDE_060,0,0,-0.019,0.0038,0.001
UNDE_061,0,0,-0.022,-0.0016,0.0015
UNDE_065,0,0,-0.021,,0.0028
UNDE_078,0,0,-0.054,,-0.0022
WREF_001,0,0,-0.038,0.0094,0.0005
WREF_002,0,0,-0.02,0.0009,0.0005
WREF_003,0,0,-0.017,-0.0001,0.0003
WREF_004,0,0,-0.029,-0.001,-0.0023
WREF_005,0,0,-0.026,-0.0001,-0.0009
WREF_006,0,0,-0.011,-0.0023,-0.001
WREF_007,0,0,-0.021,-0.0043,-0.0005
WREF_008,0,0,-0.03,,-0.002
WREF_009,0,0,-0.045,0.0031,0.0014
WREF_010,0,0,-0.019,-0.0003,0.0021
WREF_011,0,0,-0.015,0.0017,0.0013
WREF_012,0,0,-0.037,0.002,0.0005
WREF_013,0,0,-0.022,0.0017,0.0004
WREF_014,0,0,-0.02,,-0.001
WREF_015,0,0,-0.03,,-0.0006
WREF_016,0,0,-0.033,,-0.002
WREF_017,0,0,-0.023,0.0022,0.0004
WREF_018,0,0,-0.04,,-0.0109
WREF_019,0,0,-0.029,,-0.0031
WREF_020,0,0,-0.013,0.0026,0.0004
WREF_070,0,0,-0.014,,-0.0016
WREF_071,0,0,-0.009,0.0028,0.0035
WREF_072,0,0,-0.022,,-0.0042
WREF_073,0,0,-0.015,0.0009,0.0002
WREF_074,0,0,-0.014,-0.0018,0.0004
WREF_075,0,0,-0.02,-0.0015,-0.0013
WREF_076,0,0,-0.023,-0.0014,-0.0005
WREF_077,0,0,-0.04,,-0.0063
WREF_078,0,0,-0.013,,0.0011
WREF_079,0,0,-0.028,,-0.0067
WREF_080,0,0,-0.014,0.0058,0.0051
WREF_081,0,0,-0.022,,-0.0033
WREF_082,0,0,-0.011,0.0014,0.0012
WREF_083,0,0,-0.021,,-0.0015
WREF_084,0,0,-0.015,0.0023,0.0023
WREF_085,0,0,-0.019,,0.0004
WREF_086,0,0,-0.044,,-0.0089
WREF_087,0,0,-0.02,0.0009,-0.0007
WREF_088,0,0,-0.013,-0.0003,0.0007
WREF_089,0,0,-0.051,-0.0064,-0.0092
