plotID,siteID,n_good_plots,lcbd_bray_cov,lcbd_turnover_cov,lcbd_nestedness_cov
SOAP_012,SOAP,32,0.7274728093730558,0.12903225806451613,0.4516129032258064
SOAP_013,SOAP,32,0.6988859896659868,0.25806451612903225,0.19493087557603686
SOAP_015,SOAP,32,0.6129859175299174,0.24731182795698922,0.12480798771121351
SOAP_020,SOAP,32,0.6888551742064029,0.456989247311828,0.08095238095238097
SOAP_021,SOAP,32,0.617772597080968,0.24731182795698922,0.12480798771121351
SOAP_031,SOAP,32,0.6499921626123233,0.13440860215053765,0.16876600102406553
SOAP_043,SOAP,32,0.6417546965256851,0.07365591397849462,0.24398361495135687
SOAP_044,SOAP,32,0.629136991037623,0.07365591397849462,0.24398361495135687
SOAP_045,SOAP,32,0.6695484061129735,0.07365591397849462,0.24398361495135687
SOAP_046,SOAP,32,0.6186550784923179,0.13602150537634408,0.23323092677931387
SOAP_047,SOAP,32,0.6527433764535883,0.3548387096774193,0.09646697388632873
SOAP_048,SOAP,32,0.7405243720152729,0.25268817204301075,0.10852534562211982
SOAP_049,SOAP,32,0.5916953151762705,0.13440860215053765,0.16876600102406553
SOAP_050,SOAP,32,0.8577653910271954,0.34946236559139787,0.11274961597542245
SOAP_051,SOAP,32,0.8071865324652001,0.43548387096774194,0.16159754224270348
SOAP_052,SOAP,32,0.6174177165624646,0.30107526881720426,0.12739375320020482
SOAP_053,SOAP,32,0.732410646473422,0.3548387096774194,0.09646697388632873
SOAP_054,SOAP,32,0.6776219768471562,0.2526881720430107,0.10852534562211982
SOAP_055,SOAP,32,0.6916010600363095,0.07365591397849462,0.24398361495135687
SOAP_056,SOAP,32,0.6910764275054134,0.2526881720430107,0.10852534562211982
SOAP_057,SOAP,32,0.6651500308088487,0.13440860215053763,0.16876600102406555
SOAP_058,SOAP,32,0.8289786892836514,0.5161290322580645,0.12319508448540706
SOAP_059,SOAP,32,0.7299417834298106,0.23387096774193544,0.13622631848438296
SOAP_060,SOAP,32,0.8449058916942256,0.6881720430107526,0.05937019969278035
SOAP_061,SOAP,32,0.6669303963385603,0.25806451612903225,0.19493087557603686
STEI_001,STEI,33,0.722012121638833,0.625,0.07529085497835498
STEI_002,STEI,33,0.7443842557289968,0.640625,0.10877976190476189
STEI_003,STEI,33,0.6497740353181052,0.4354166666666667,0.12025197025197026
STEI_004,STEI,33,0.7501450780869832,0.6979166666666666,0.0591765873015873
STEI_005,STEI,33,0.7249064740884982,0.34799107142857144,0.2430470571095571
STEI_007,STEI,33,0.7206397677117747,0.6973958333333333,0.05573991980241981
STEI_008,STEI,33,0.8551920355125868,0.5531250000000001,0.1468788156288156
STEI_009,STEI,33,0.7171409669479879,0.6197916666666667,0.10822614885114884
STEI_010,STEI,33,0.7165014750315659,0.6458333333333333,0.07454906204906206
STEI_011,STEI,33,0.7292168859186412,0.609375,0.11860119047619047
STEI_012,STEI,33,0.7652281266374733,0.7005208333333333,0.05170680014430015
STEI_013,STEI,33,0.7201517707134952,0.640625,0.1087797619047619
STEI_014,STEI,33,0.6661496074583897,0.46458333333333335,0.10442248723498723
STEI_015,STEI,33,0.7461205121856984,0.609375,0.11860119047619046
STEI_017,STEI,33,0.7591106125398751,0.625,0.075290854978355
STEI_019,STEI,33,0.6839344017613981,0.6088541666666667,0.0744345931845932
STEI_021,STEI,33,0.9868329868329868,0.9375,0.04513888888888889
STEI_046,STEI,33,0.7400217003928067,0.5223958333333334,0.07987273143523144
STEI_047,STEI,33,0.7333701187801106,0.5703125,0.06712436868686869
STEI_048,STEI,33,0.7237480000138781,0.6328125,0.05422979797979798
STEI_049,STEI,33,0.7205138843783774,0.684375,0.05575570263070263
STEI_050,STEI,33,0.6730841609722054,0.53125,0.06942866161616161
STEI_051,STEI,33,0.85511925982647,0.5656249999999999,0.07479066072816073
STEI_052,STEI,33,0.743830019667467,0.6155505952380953,0.09318754162504161
STEI_053,STEI,33,0.6912053271193468,0.56875,0.08669767732267733
STEI_054,STEI,33,0.6889338573693289,0.5909970238095238,0.0977381993006993
STEI_055,STEI,33,0.6802681858197706,0.5703125,0.06712436868686869
STEI_056,STEI,33,0.6913067114226887,0.6484375,0.049021464646464646
STEI_057,STEI,33,0.716606613443065,0.5,0.21135912698412698
STEI_058,STEI,33,0.7031564920326943,0.6015625,0.061598124098124096
STEI_059,STEI,33,0.6766285773104299,0.53125,0.06942866161616162
STEI_060,STEI,33,0.7365223024991019,0.53125,0.08156340187590187
STEI_062,STEI,33,0.8749419431603073,0.65625,0.1384176587301587
TALL_001,TALL,28,0.8284680239728422,0.5369488536155204,0.141217655686853
TALL_002,TALL,28,0.7491943017730907,0.506460103682326,0.1639019071870809
TALL_003,TALL,28,0.8072152199291741,0.48148148148148145,0.22439608926537033
TALL_004,TALL,28,0.719799390397759,0.24074074074074073,0.33957051179273395
TALL_007,TALL,28,0.6823373488363589,0.2727660199882422,0.27769228379150457
TALL_008,TALL,28,0.8914750369229149,0.7098765432098765,0.10570781191696223
TALL_009,TALL,28,0.7877316480506779,0.3425925925925926,0.2289793962996577
TALL_011,TALL,28,0.8422494813149035,0.5425925925925925,0.12895535263956315
