plotID,insitu_mortdmg_max,insitu_peak_year,insitu_spike,insitu_burn,insitu_insect,insitu_dead_max,insitu_dist
BLAN_055,0.03289473684210526,2021,0.03289473684210526,0.0,0.0,0.02631578947368421,0
BLAN_057,0.3722627737226277,2021,0.33059610705596104,0.0,0.0,0.36496350364963503,1
BLAN_063,0.3366336633663366,2018,0.20619888075764095,0.0,0.0,0.21904761904761905,0
GRSM_001,0.2807017543859649,2016,0.1800306134463676,0.0,0.19298245614035087,0.08771929824561403,0
GRSM_002,0.19642857142857142,2021,0.07142857142857142,0.0,0.026785714285714284,0.11363636363636363,0
GRSM_003,0.38461538461538464,2021,0.19413919413919417,0.0,0.038461538461538464,0.19230769230769232,0
GRSM_004,0.6952380952380952,2016,0.04630192502532926,0.0,0.4380952380952381,0.22857142857142856,1
GRSM_005,0.2641509433962264,2021,0.07116848725587555,0.0,0.0,0.19298245614035087,0
GRSM_006,0.2867132867132867,2021,0.0009990009990010207,0.0,0.17346938775510204,0.08163265306122448,0
GRSM_007,0.16923076923076924,2016,0.0,0.0,0.03076923076923077,0.13846153846153847,0
GRSM_008,0.5098039215686274,2021,0.18450271674935026,0.0,0.30120481927710846,0.37254901960784315,1
GRSM_009,0.40384615384615385,2016,0.22737556561085975,0.0,0.07692307692307693,0.3269230769230769,1
GRSM_010,0.18181818181818182,2022,0.16007905138339923,0.0,0.0,0.021739130434782608,0
GRSM_011,0.10256410256410256,2021,0.0876387294297742,0.0,0.038461538461538464,0.02564102564102564,0
GRSM_012,0.37681159420289856,2016,0.11798806479113388,0.0,0.10144927536231885,0.2608695652173913,0
GRSM_013,0.13636363636363635,2021,0.04940711462450592,0.0,0.015151515151515152,0.045454545454545456,0
GRSM_014,0.13131313131313133,2021,0.048838904509007616,0.0,0.020618556701030927,0.0707070707070707,0
GRSM_015,0.15,2021,0.07391304347826086,0.0,0.058333333333333334,0.043478260869565216,0
GRSM_016,0.34146341463414637,2021,0.12022447658104901,0.0,0.0,0.3170731707317073,0
GRSM_017,0.20168067226890757,2021,0.015966386554621848,0.0,0.1,0.08571428571428572,0
GRSM_018,0.4271844660194175,2022,0.015419760137064586,0.0,0.27058823529411763,0.1941747572815534,1
GRSM_019,0.22784810126582278,2021,0.12258494337108594,0.0,0.0379746835443038,0.10526315789473684,0
GRSM_025,0.2743362831858407,2021,0.07433628318584068,0.0,0.0,0.2743362831858407,0
GRSM_047,0.7857142857142858,2020,0.7296395193591456,0.017241379310344827,0.015873015873015872,0.5158730158730159,1
GRSM_048,0.40217391304347827,2017,0.3680830039525692,0.0,0.06315789473684211,0.34782608695652173,1
GRSM_049,0.8953488372093024,2017,0.7613282186526014,0.0,0.16666666666666666,0.5116279069767442,1
GRSM_050,0.3012048192771084,2021,0.2891566265060241,0.0,0.0,0.18181818181818182,1
