plotID,hansen_loss,hansen_lossyear,hansen_loss_frac,treecover2000
ABBY_003,1,2005,1.0,95.0
ABBY_012,1,2011,1.0,98.0
ABBY_005,1,2009,1.0,98.2
ABBY_016,0,0,0.0,99.0
ABBY_008,1,2011,0.5,99.0
ABBY_017,1,2002,1.0,95.0
ABBY_014,0,0,0.0,99.5
ABBY_001,0,0,0.0,98.5
ABBY_019,1,2006,1.0,95.0
ABBY_006,0,0,0.0,100.0
ABBY_002,1,2010,1.0,95.8
ABBY_007,1,2017,1.0,96.5
ABBY_025,0,0,0.0,97.0
ABBY_015,1,2010,1.0,96.0
ABBY_077,1,2010,1.0,99.0
WREF_089,0,0,0.0,98.5
WREF_082,0,0,0.0,100.0
WREF_077,0,0,0.0,96.5
WREF_083,0,0,0.0,100.0
WREF_086,0,0,0.0,99.0
WREF_081,0,0,0.0,100.0
WREF_076,0,0,0.0,99.5
WREF_070,0,0,0.0,87.0
WREF_074,0,0,0.0,100.0
WREF_072,0,0,0.0,98.5
WREF_080,0,0,0.0,6.0
WREF_073,0,0,0.0,89.0
WREF_079,0,0,0.0,96.0
WREF_085,0,0,0.0,100.0
WREF_084,0,0,0.0,84.0
WREF_078,0,0,0.0,100.0
WREF_088,0,0,0.0,99.5
WREF_087,0,0,0.0,97.2
WREF_075,0,0,0.0,100.0
WREF_071,0,0,0.0,93.0
WREF_012,0,0,0.0,100.0
WREF_016,0,0,0.0,100.0
WREF_015,0,0,0.0,100.0
WREF_013,0,0,0.0,99.0
WREF_001,0,0,0.0,95.5
WREF_003,0,0,0.0,100.0
WREF_018,0,0,0.0,99.0
WREF_020,0,0,0.0,98.0
WREF_002,0,0,0.0,100.0
WREF_019,0,0,0.0,95.0
WREF_010,0,0,0.0,100.0
WREF_007,0,0,0.0,100.0
WREF_008,0,0,0.0,96.8
WREF_006,0,0,0.0,100.0
WREF_005,0,0,0.0,100.0
WREF_014,0,0,0.0,100.0
WREF_009,0,0,0.0,99.5
WREF_011,0,0,0.0,97.8
WREF_004,0,0,0.0,99.8
WREF_017,0,0,0.0,100.0
