plotID,year,pml
BLAN_009,2000,558.3947368421053
BLAN_053,2000,448.7368421052632
BLAN_041,2000,740.8157894736842
BLAN_064,2000,502.2631578947368
BLAN_019,2000,573.5
GRSM_057,2000,619.4736842105264
GRSM_048,2000,619.4736842105264
GRSM_059,2000,632.2631578947369
GRSM_054,2000,629.3684210526316
GRSM_049,2000,622.1315789473684
GRSM_066,2000,619.4736842105264
GRSM_065,2000,646.078947368421
GRSM_047,2000,632.2631578947369
GRSM_063,2000,625.578947368421
GRSM_053,2000,625.578947368421
GRSM_062,2000,629.3684210526316
GRSM_060,2000,632.2631578947369
GRSM_050,2000,631.3421052631579
GRSM_051,2000,632.2631578947369
GRSM_064,2000,632.2631578947369
GRSM_002,2000,664.1315789473684
GRSM_025,2000,575.5263157894736
GRSM_016,2000,466.86842105263156
GRSM_017,2000,643.5263157894736
GRSM_004,2000,652.9736842105264
GRSM_001,2000,637.0526315789474
GRSM_012,2000,592.578947368421
GRSM_008,2000,595.6315789473684
GRSM_003,2000,585.578947368421
GRSM_019,2000,627.578947368421
GRSM_006,2000,627.578947368421
GRSM_013,2000,637.5526315789474
GRSM_015,2000,625.3421052631579
GRSM_014,2000,641.5
GRSM_010,2000,646.7105263157895
GRSM_005,2000,613.8421052631579
GRSM_011,2000,625.1842105263158
GRSM_007,2000,655.921052631579
GRSM_009,2000,591.8421052631579
GRSM_055,2000,625.578947368421
GRSM_018,2000,654.2368421052631
GRSM_061,2000,632.2631578947369
GRSM_056,2000,632.2631578947369
GRSM_058,2000,646.078947368421
GRSM_052,2000,629.3684210526316
HARV_013,2000,548.421052631579
HARV_022,2000,533.0526315789474
HARV_008,2000,523.078947368421
HARV_004,2000,533.9736842105264
HARV_024,2000,513.2368421052631
HARV_010,2000,0.0
HARV_006,2000,513.078947368421
HARV_001,2000,479.07894736842104
HARV_005,2000,479.44736842105266
HARV_027,2000,501.2368421052632
HARV_043,2000,521.6842105263158
HARV_035,2000,521.6842105263158
HARV_037,2000,544.2368421052631
HARV_020,2000,517.3684210526316
HARV_023,2000,487.7368421052632
HARV_014,2000,502.2105263157895
HARV_011,2000,508.89473684210526
HARV_025,2000,515.421052631579
HARV_002,2000,536.8157894736842
HARV_012,2000,523.7631578947369
HARV_026,2000,497.7105263157895
HARV_016,2000,514.9736842105264
HARV_039,2000,522.1842105263158
HARV_021,2000,514.4473684210526
HARV_045,2000,523.4473684210526
HARV_041,2000,544.2368421052631
HARV_038,2000,544.2368421052631
HARV_050,2000,544.2368421052631
HARV_048,2000,521.6842105263158
HARV_036,2000,523.4473684210526
HARV_052,2000,521.6842105263158
HARV_049,2000,522.2105263157895
HARV_047,2000,544.2368421052631
HARV_044,2000,544.2368421052631
HARV_040,2000,521.6842105263158
HARV_046,2000,544.2368421052631
HARV_033,2000,544.2368421052631
HARV_051,2000,522.1842105263158
HARV_034,2000,544.2368421052631
HARV_042,2000,522.1842105263158
HARV_015,2000,544.2368421052631
HARV_017,2000,531.5526315789474
JERC_002,2000,537.578947368421
JERC_015,2000,585.578947368421
JERC_007,2000,545.5263157894736
JERC_001,2000,523.0
JERC_010,2000,604.3684210526316
JERC_009,2000,517.7631578947369
JERC_029,2000,581.8421052631579
JERC_021,2000,612.9473684210526
JERC_011,2000,581.8421052631579
JERC_040,2000,532.4736842105264
JERC_035,2000,608.0526315789474
JERC_033,2000,585.578947368421
JERC_019,2000,684.3684210526316
JERC_030,2000,649.2631578947369
JERC_034,2000,556.7631578947369
JERC_036,2000,615.3947368421053
JERC_028,2000,300.6842105263158
JERC_044,2000,550.578947368421
JERC_016,2000,615.3947368421053
JERC_038,2000,738.0
JERC_006,2000,610.8421052631579
JERC_041,2000,698.7105263157895
JERC_031,2000,592.9736842105264
JERC_042,2000,604.3684210526316
JERC_008,2000,645.4473684210526
JERC_005,2000,645.4473684210526
JERC_003,2000,523.0
JERC_022,2000,621.078947368421
JERC_013,2000,624.7368421052631
JERC_066,2000,537.578947368421
JERC_065,2000,592.9736842105264
JERC_054,2000,610.9473684210526
JERC_051,2000,592.9736842105264
JERC_062,2000,537.6842105263158
JERC_047,2000,537.6842105263158
JERC_057,2000,592.9736842105264
JERC_060,2000,592.9736842105264
JERC_064,2000,592.9736842105264
JERC_050,2000,537.6842105263158
JERC_053,2000,537.578947368421
JERC_049,2000,537.6842105263158
JERC_061,2000,537.6842105263158
JERC_058,2000,537.578947368421
JERC_048,2000,537.578947368421
JERC_063,2000,537.578947368421
JERC_052,2000,537.6842105263158
JERC_059,2000,537.578947368421
JERC_056,2000,537.6842105263158
JERC_055,2000,537.6842105263158
JERC_004,2000,673.9736842105264
JERC_014,2000,639.7894736842105
JERC_012,2000,553.8421052631579
MLBS_076,2000,531.5
MLBS_061,2000,523.8157894736842
MLBS_064,2000,523.8157894736842
MLBS_075,2000,535.5
MLBS_065,2000,535.5
MLBS_062,2000,535.3947368421053
MLBS_069,2000,531.5
MLBS_063,2000,531.5526315789474
MLBS_073,2000,531.5526315789474
MLBS_074,2000,531.5
MLBS_066,2000,531.5526315789474
MLBS_067,2000,531.5526315789474
MLBS_071,2000,531.5
MLBS_072,2000,531.5526315789474
MLBS_070,2000,531.5526315789474
MLBS_068,2000,531.5526315789474
MLBS_009,2000,523.8157894736842
MLBS_010,2000,530.078947368421
MLBS_005,2000,531.7631578947369
MLBS_003,2000,530.078947368421
MLBS_019,2000,550.9736842105264
MLBS_016,2000,581.3684210526316
MLBS_015,2000,565.578947368421
MLBS_014,2000,560.921052631579
MLBS_001,2000,508.44736842105266
MLBS_017,2000,508.44736842105266
MLBS_011,2000,529.578947368421
MLBS_012,2000,529.578947368421
MLBS_002,2000,535.5
MLBS_004,2000,583.6315789473684
MLBS_018,2000,576.3421052631579
MLBS_008,2000,562.1842105263158
MLBS_007,2000,562.7105263157895
MLBS_006,2000,557.078947368421
MLBS_020,2000,537.078947368421
MLBS_013,2000,574.8157894736842
ORNL_002,2000,532.7894736842105
ORNL_003,2000,605.9473684210526
ORNL_009,2000,641.2368421052631
ORNL_021,2000,536.2631578947369
ORNL_031,2000,460.2105263157895
ORNL_033,2000,578.7894736842105
ORNL_066,2000,708.8157894736842
ORNL_044,2000,708.8157894736842
ORNL_012,2000,0.0
ORNL_004,2000,585.1578947368421
ORNL_001,2000,504.7631578947368
ORNL_027,2000,623.0
ORNL_014,2000,610.421052631579
ORNL_029,2000,639.1052631578947
ORNL_007,2000,640.2368421052631
ORNL_006,2000,621.2631578947369
ORNL_008,2000,641.5263157894736
ORNL_035,2000,646.7631578947369
ORNL_010,2000,647.0263157894736
ORNL_032,2000,616.078947368421
ORNL_055,2000,647.2631578947369
ORNL_062,2000,647.2631578947369
ORNL_063,2000,642.9736842105264
ORNL_049,2000,642.9736842105264
ORNL_052,2000,647.2631578947369
ORNL_059,2000,624.8947368421053
ORNL_036,2000,636.4736842105264
ORNL_053,2000,624.8947368421053
ORNL_046,2000,624.8947368421053
ORNL_043,2000,637.6052631578947
ORNL_058,2000,637.6052631578947
ORNL_060,2000,637.6052631578947
ORNL_056,2000,647.2631578947369
ORNL_037,2000,647.2631578947369
ORNL_057,2000,636.4736842105264
ORNL_051,2000,647.2631578947369
ORNL_061,2000,624.8947368421053
ORNL_054,2000,636.4736842105264
ORNL_045,2000,636.4736842105264
ORNL_050,2000,636.4736842105264
ORNL_017,2000,630.9736842105264
ORNL_068,2000,580.8947368421053
ORNL_019,2000,669.421052631579
ORNL_018,2000,458.42105263157896
ORNL_067,2000,542.3947368421053
ORNL_015,2000,605.9473684210526
OSBS_002,2000,551.3421052631579
OSBS_006,2000,534.7105263157895
OSBS_048,2000,518.0
OSBS_001,2000,733.7631578947369
OSBS_018,2000,441.2105263157895
OSBS_011,2000,536.6578947368421
OSBS_014,2000,552.5526315789474
OSBS_004,2000,516.8947368421053
OSBS_020,2000,451.2894736842105
OSBS_023,2000,536.6578947368421
OSBS_049,2000,502.5
OSBS_003,2000,487.8157894736842
OSBS_012,2000,452.2368421052632
OSBS_013,2000,516.8947368421053
OSBS_024,2000,536.6578947368421
OSBS_016,2000,571.2368421052631
OSBS_008,2000,572.421052631579
OSBS_010,2000,640.4473684210526
OSBS_051,2000,515.2105263157895
OSBS_050,2000,548.8421052631579
OSBS_007,2000,530.3947368421053
OSBS_005,2000,603.1052631578947
OSBS_017,2000,596.3684210526316
OSBS_043,2000,554.7105263157895
OSBS_022,2000,552.5526315789474
OSBS_039,2000,561.0263157894736
OSBS_036,2000,561.0263157894736
OSBS_029,2000,561.0263157894736
OSBS_040,2000,546.421052631579
OSBS_015,2000,718.4473684210526
OSBS_025,2000,522.1842105263158
OSBS_030,2000,522.1842105263158
OSBS_038,2000,522.1842105263158
OSBS_042,2000,522.1842105263158
OSBS_035,2000,494.05263157894734
OSBS_037,2000,494.05263157894734
OSBS_028,2000,494.05263157894734
OSBS_021,2000,579.921052631579
OSBS_041,2000,494.05263157894734
OSBS_009,2000,552.578947368421
OSBS_031,2000,546.421052631579
OSBS_033,2000,561.0263157894736
OSBS_032,2000,561.0263157894736
OSBS_044,2000,561.0263157894736
OSBS_027,2000,561.0263157894736
OSBS_034,2000,546.421052631579
OSBS_026,2000,561.0263157894736
OSBS_063,2000,533.8421052631579
OSBS_067,2000,509.0
OSBS_066,2000,718.4473684210526
OSBS_068,2000,539.2368421052631
OSBS_070,2000,546.421052631579
OSBS_073,2000,585.6052631578947
RMNP_043,2000,188.18421052631578
RMNP_042,2000,188.18421052631578
RMNP_041,2000,342.4736842105263
RMNP_048,2000,188.18421052631578
RMNP_049,2000,188.18421052631578
RMNP_046,2000,188.18421052631578
RMNP_047,2000,188.18421052631578
RMNP_045,2000,188.18421052631578
RMNP_044,2000,188.18421052631578
RMNP_013,2000,315.86842105263156
RMNP_003,2000,324.8421052631579
RMNP_009,2000,324.8421052631579
RMNP_011,2000,158.3421052631579
RMNP_019,2000,305.92105263157896
RMNP_015,2000,360.94736842105266
RMNP_002,2000,360.4736842105263
RMNP_020,2000,360.94736842105266
RMNP_016,2000,341.7894736842105
RMNP_017,2000,314.05263157894734
RMNP_005,2000,371.3157894736842
RMNP_001,2000,333.2631578947368
RMNP_014,2000,422.4736842105263
RMNP_008,2000,354.05263157894734
RMNP_012,2000,397.07894736842104
RMNP_018,2000,393.6578947368421
RMNP_006,2000,363.36842105263156
RMNP_004,2000,347.07894736842104
RMNP_010,2000,309.57894736842104
RMNP_007,2000,309.57894736842104
SCBI_008,2000,809.0
SCBI_004,2000,570.6315789473684
SCBI_015,2000,587.7368421052631
SCBI_017,2000,577.4736842105264
SCBI_013,2000,576.2894736842105
SCBI_007,2000,577.3157894736842
SCBI_018,2000,585.5
SCBI_003,2000,587.7105263157895
SCBI_011,2000,581.0263157894736
SCBI_016,2000,539.3684210526316
SCBI_002,2000,592.1052631578947
SCBI_010,2000,586.078947368421
SCBI_014,2000,574.7105263157895
SCBI_005,2000,573.078947368421
SCBI_056,2000,578.7894736842105
SCBI_045,2000,576.0263157894736
SCBI_053,2000,578.7894736842105
SCBI_061,2000,578.7894736842105
SCBI_050,2000,578.7894736842105
SCBI_057,2000,578.7894736842105
SCBI_062,2000,591.9736842105264
SCBI_047,2000,591.9736842105264
SCBI_067,2000,591.9736842105264
SCBI_066,2000,591.9736842105264
SCBI_064,2000,576.0263157894736
SCBI_052,2000,576.0263157894736
SCBI_054,2000,576.0263157894736
SCBI_046,2000,592.1052631578947
SCBI_049,2000,591.9736842105264
SCBI_063,2000,591.9736842105264
SCBI_055,2000,578.7894736842105
SCBI_048,2000,591.9736842105264
SCBI_051,2000,578.7894736842105
SCBI_058,2000,576.0263157894736
SCBI_034,2000,450.89473684210526
SCBI_038,2000,549.8947368421053
SCBI_033,2000,450.89473684210526
SCBI_006,2000,564.078947368421
SCBI_035,2000,549.8947368421053
SCBI_012,2000,599.921052631579
SCBI_071,2000,586.078947368421
SCBI_019,2000,818.1842105263158
SCBI_021,2000,564.078947368421
SCBI_023,2000,587.7368421052631
SCBI_022,2000,585.2631578947369
SERC_062,2000,526.9473684210526
SERC_045,2000,526.9473684210526
SERC_051,2000,526.9473684210526
SERC_050,2000,579.7631578947369
SERC_052,2000,599.3684210526316
SERC_058,2000,599.0
SERC_043,2000,599.2894736842105
SERC_055,2000,598.8947368421053
SERC_048,2000,599.0
SERC_060,2000,599.0
SERC_061,2000,599.6578947368421
SERC_054,2000,599.6578947368421
SERC_059,2000,609.2894736842105
SERC_046,2000,602.421052631579
SERC_053,2000,599.6578947368421
SERC_044,2000,602.421052631579
SERC_047,2000,577.0263157894736
SERC_049,2000,577.0263157894736
SERC_057,2000,577.0263157894736
SERC_056,2000,577.0263157894736
SERC_007,2000,716.3421052631579
SERC_018,2000,598.578947368421
SERC_009,2000,602.8421052631579
SERC_008,2000,598.6842105263158
SERC_011,2000,620.7894736842105
SERC_003,2000,605.6842105263158
SERC_006,2000,555.1842105263158
SERC_001,2000,497.57894736842104
SERC_017,2000,520.578947368421
SERC_019,2000,568.3157894736842
SERC_010,2000,710.7368421052631
SERC_014,2000,456.5
SERC_012,2000,590.578947368421
SERC_016,2000,605.5
SERC_022,2000,559.2894736842105
SERC_004,2000,568.3157894736842
SERC_021,2000,599.2894736842105
SERC_013,2000,519.3947368421053
SERC_005,2000,626.6842105263158
SERC_002,2000,619.8684210526316
SERC_067,2000,596.4736842105264
SERC_073,2000,579.7631578947369
SOAP_059,2000,469.2368421052632
SOAP_057,2000,469.2368421052632
SOAP_051,2000,469.2368421052632
SOAP_048,2000,469.2368421052632
SOAP_058,2000,459.2105263157895
SOAP_043,2000,458.7105263157895
SOAP_050,2000,458.7105263157895
SOAP_044,2000,540.3421052631579
SOAP_052,2000,540.1052631578947
SOAP_046,2000,540.3421052631579
SOAP_060,2000,540.1052631578947
SOAP_055,2000,458.7105263157895
SOAP_054,2000,494.2894736842105
SOAP_047,2000,494.2894736842105
SOAP_031,2000,487.8421052631579
SOAP_049,2000,487.8421052631579
SOAP_056,2000,487.8421052631579
SOAP_053,2000,494.2894736842105
SOAP_045,2000,528.7894736842105
SOAP_061,2000,469.2368421052632
SOAP_002,2000,367.7894736842105
SOAP_010,2000,469.2368421052632
SOAP_006,2000,452.92105263157896
SOAP_013,2000,367.7894736842105
SOAP_012,2000,511.7368421052632
SOAP_004,2000,469.2368421052632
SOAP_003,2000,503.55263157894734
SOAP_016,2000,514.6315789473684
SOAP_007,2000,505.86842105263156
SOAP_020,2000,494.2894736842105
SOAP_009,2000,600.7105263157895
SOAP_008,2000,511.7368421052632
SOAP_021,2000,494.9736842105263
SOAP_018,2000,517.7894736842105
SOAP_019,2000,517.7894736842105
SOAP_017,2000,500.1578947368421
SOAP_015,2000,526.5526315789474
SOAP_001,2000,607.0
SOAP_011,2000,459.2105263157895
SOAP_022,2000,526.5526315789474
SOAP_024,2000,452.92105263157896
STEI_058,2000,618.3421052631579
STEI_051,2000,618.3421052631579
STEI_056,2000,477.7368421052632
STEI_046,2000,477.7368421052632
STEI_061,2000,477.7368421052632
STEI_062,2000,477.7368421052632
STEI_052,2000,477.7368421052632
STEI_055,2000,618.3421052631579
STEI_047,2000,477.7368421052632
STEI_053,2000,477.7368421052632
STEI_048,2000,623.8421052631579
STEI_060,2000,477.7368421052632
STEI_054,2000,623.8421052631579
STEI_049,2000,477.7368421052632
STEI_057,2000,477.7368421052632
STEI_050,2000,623.8421052631579
STEI_059,2000,623.8421052631579
STEI_005,2000,626.921052631579
STEI_009,2000,463.2105263157895
STEI_012,2000,477.5263157894737
STEI_017,2000,656.8684210526316
STEI_019,2000,470.86842105263156
STEI_003,2000,619.6315789473684
STEI_007,2000,643.6315789473684
STEI_002,2000,482.86842105263156
STEI_011,2000,481.60526315789474
STEI_010,2000,459.36842105263156
STEI_008,2000,644.578947368421
STEI_015,2000,475.2894736842105
STEI_016,2000,607.2631578947369
STEI_004,2000,640.0
STEI_013,2000,452.5
STEI_001,2000,478.94736842105266
STEI_021,2000,581.1842105263158
STEI_006,2000,620.4736842105264
STEI_014,2000,468.13157894736844
STEI_022,2000,476.2894736842105
STEI_023,2000,450.2894736842105
TALL_003,2000,728.3684210526316
TALL_005,2000,632.7631578947369
TALL_009,2000,648.0263157894736
TALL_012,2000,716.5
TALL_004,2000,568.8684210526316
TALL_010,2000,724.9473684210526
TALL_007,2000,724.0263157894736
TALL_002,2000,722.7894736842105
TALL_022,2000,743.3684210526316
TALL_015,2000,713.7105263157895
TALL_016,2000,880.3157894736842
TALL_011,2000,715.3421052631579
TALL_018,2000,1082.2894736842106
TALL_006,2000,625.7631578947369
TALL_013,2000,635.7368421052631
TALL_001,2000,594.578947368421
TALL_017,2000,727.1578947368421
TALL_020,2000,569.078947368421
TALL_008,2000,727.6052631578947
TALL_043,2000,647.1052631578947
TALL_049,2000,647.1052631578947
TALL_046,2000,647.1052631578947
TALL_061,2000,629.7894736842105
TALL_052,2000,630.0
TALL_050,2000,723.8421052631579
TALL_051,2000,629.7894736842105
TALL_057,2000,629.7894736842105
TALL_060,2000,723.8421052631579
TALL_055,2000,629.7894736842105
TALL_058,2000,630.0
TALL_045,2000,723.8421052631579
TALL_059,2000,630.0
TALL_054,2000,629.7894736842105
TALL_056,2000,630.0
TALL_044,2000,723.8421052631579
TALL_047,2000,723.8421052631579
TALL_048,2000,647.1052631578947
TALL_042,2000,647.1052631578947
TALL_053,2000,630.0
TALL_064,2000,706.7368421052631
TALL_025,2000,632.921052631579
TEAK_045,2000,386.39473684210526
TEAK_054,2000,386.39473684210526
TEAK_048,2000,386.39473684210526
TEAK_061,2000,386.39473684210526
TEAK_059,2000,386.39473684210526
TEAK_049,2000,386.42105263157896
TEAK_060,2000,386.42105263157896
TEAK_055,2000,386.42105263157896
TEAK_062,2000,411.2368421052632
TEAK_056,2000,394.36842105263156
TEAK_044,2000,394.36842105263156
TEAK_057,2000,425.7894736842105
TEAK_053,2000,394.36842105263156
TEAK_047,2000,394.36842105263156
TEAK_051,2000,425.7894736842105
TEAK_046,2000,390.42105263157896
TEAK_058,2000,386.42105263157896
TEAK_043,2000,411.2368421052632
TEAK_052,2000,390.5263157894737
TEAK_050,2000,376.2368421052632
TEAK_001,2000,484.86842105263156
TEAK_002,2000,401.13157894736844
TEAK_003,2000,426.89473684210526
TEAK_004,2000,376.13157894736844
TEAK_006,2000,428.1578947368421
TEAK_025,2000,295.2894736842105
TEAK_005,2000,143.42105263157896
TEAK_011,2000,421.0263157894737
TEAK_007,2000,385.89473684210526
TEAK_014,2000,422.3157894736842
TEAK_010,2000,451.9736842105263
TEAK_012,2000,426.89473684210526
TEAK_017,2000,388.63157894736844
TEAK_013,2000,431.7105263157895
TEAK_019,2000,555.2894736842105
TEAK_020,2000,363.63157894736844
TEAK_016,2000,300.3157894736842
TEAK_015,2000,350.2894736842105
TEAK_024,2000,289.7105263157895
TEAK_018,2000,390.7105263157895
TREE_042,2000,486.94736842105266
TREE_053,2000,484.4736842105263
TREE_049,2000,484.4736842105263
TREE_046,2000,484.4736842105263
TREE_055,2000,484.42105263157896
TREE_056,2000,484.4736842105263
TREE_050,2000,656.1578947368421
TREE_054,2000,656.1578947368421
TREE_052,2000,484.4736842105263
TREE_051,2000,484.42105263157896
TREE_057,2000,479.94736842105266
TREE_025,2000,479.94736842105266
TREE_043,2000,480.0263157894737
TREE_044,2000,480.0263157894737
TREE_048,2000,574.1842105263158
TREE_047,2000,482.7368421052632
TREE_041,2000,493.92105263157896
TREE_040,2000,482.7368421052632
TREE_039,2000,479.94736842105266
TREE_045,2000,479.94736842105266
TREE_017,2000,480.0263157894737
TREE_019,2000,482.36842105263156
TREE_010,2000,465.7105263157895
TREE_016,2000,455.5
TREE_001,2000,468.3421052631579
TREE_014,2000,468.3421052631579
TREE_009,2000,473.6578947368421
TREE_060,2000,462.6842105263158
TREE_012,2000,482.36842105263156
TREE_005,2000,491.7368421052632
TREE_011,2000,434.7368421052632
TREE_018,2000,465.6842105263158
TREE_003,2000,498.5
TREE_007,2000,434.7368421052632
TREE_008,2000,595.4736842105264
TREE_006,2000,461.5263157894737
TREE_004,2000,595.4736842105264
TREE_002,2000,465.6842105263158
TREE_015,2000,494.89473684210526
TREE_023,2000,494.92105263157896
TREE_062,2000,473.6578947368421
TREE_064,2000,455.4736842105263
TREE_022,2000,461.5263157894737
TREE_063,2000,476.57894736842104
UNDE_048,2000,443.7631578947368
UNDE_038,2000,455.7894736842105
UNDE_037,2000,445.13157894736844
UNDE_045,2000,443.7631578947368
UNDE_058,2000,454.7105263157895
UNDE_052,2000,443.7631578947368
UNDE_047,2000,463.60526315789474
UNDE_054,2000,454.7105263157895
UNDE_057,2000,443.7631578947368
UNDE_050,2000,454.7105263157895
UNDE_055,2000,454.7105263157895
UNDE_059,2000,454.3157894736842
UNDE_065,2000,427.9736842105263
UNDE_043,2000,443.7631578947368
UNDE_044,2000,454.3157894736842
UNDE_049,2000,454.7105263157895
UNDE_056,2000,443.7631578947368
UNDE_078,2000,455.7894736842105
UNDE_061,2000,455.7894736842105
UNDE_060,2000,454.7105263157895
UNDE_014,2000,441.07894736842104
UNDE_013,2000,454.7105263157895
UNDE_002,2000,451.2105263157895
UNDE_001,2000,455.5263157894737
UNDE_003,2000,434.7894736842105
UNDE_010,2000,430.60526315789474
UNDE_006,2000,444.55263157894734
UNDE_011,2000,435.55263157894734
UNDE_007,2000,466.94736842105266
UNDE_012,2000,438.92105263157896
UNDE_008,2000,444.55263157894734
UNDE_016,2000,437.44736842105266
UNDE_020,2000,388.3157894736842
UNDE_021,2000,348.8421052631579
UNDE_022,2000,452.05263157894734
UNDE_018,2000,423.44736842105266
UNDE_019,2000,444.6842105263158
UNDE_023,2000,473.86842105263156
UNDE_015,2000,473.89473684210526
UNDE_027,2000,428.57894736842104
WREF_089,2000,555.5526315789474
WREF_082,2000,645.8157894736842
WREF_077,2000,588.921052631579
WREF_083,2000,555.5526315789474
WREF_086,2000,543.578947368421
WREF_081,2000,544.0
WREF_076,2000,577.0263157894736
WREF_070,2000,588.921052631579
WREF_074,2000,645.8157894736842
WREF_072,2000,576.9473684210526
WREF_080,2000,536.578947368421
WREF_073,2000,536.578947368421
WREF_079,2000,536.578947368421
WREF_085,2000,645.421052631579
WREF_084,2000,645.421052631579
WREF_078,2000,635.9736842105264
WREF_088,2000,645.8157894736842
WREF_087,2000,645.421052631579
WREF_075,2000,588.921052631579
WREF_071,2000,645.8157894736842
WREF_012,2000,643.921052631579
WREF_016,2000,668.5526315789474
WREF_015,2000,653.2631578947369
WREF_013,2000,596.9736842105264
WREF_001,2000,558.5526315789474
WREF_003,2000,649.1052631578947
WREF_018,2000,610.8947368421053
WREF_020,2000,703.2894736842105
WREF_002,2000,684.0526315789474
WREF_019,2000,586.9473684210526
WREF_010,2000,678.9473684210526
WREF_007,2000,645.5263157894736
WREF_008,2000,623.3421052631579
WREF_006,2000,627.8157894736842
WREF_005,2000,553.2631578947369
WREF_014,2000,534.8947368421053
WREF_009,2000,665.078947368421
WREF_011,2000,662.1315789473684
WREF_004,2000,635.0526315789474
WREF_017,2000,635.3947368421053
DELA_013,2000,744.2105263157895
DELA_003,2000,582.4473684210526
DELA_005,2000,601.6315789473684
DELA_011,2000,442.39473684210526
DELA_004,2000,520.6315789473684
DELA_018,2000,547.9736842105264
DELA_014,2000,427.36842105263156
DELA_015,2000,520.6315789473684
DELA_012,2000,427.36842105263156
DELA_010,2000,547.9736842105264
DELA_016,2000,600.1052631578947
DELA_001,2000,695.3947368421053
DELA_019,2000,540.2368421052631
DELA_017,2000,600.1052631578947
