plotID,year,n,frac_dead,frac_dmg,frac_burn,frac_insect,frac_dis,frac_mort_dmg
ABBY_062,2022,155,0.14193548387096774,0.012903225806451613,0.0,0.0,0.012903225806451613,0.15483870967741936
ABBY_062,2023,161,0.15527950310559005,0.018633540372670808,0.0,0.0,0.0,0.17391304347826086
ABBY_062,2024,153,0.13725490196078433,0.0784313725490196,0.0,0.013071895424836602,0.0392156862745098,0.21568627450980393
ABBY_062,2025,138,0.12318840579710146,0.021739130434782608,0.0,0.0,0.0,0.14492753623188406
ABBY_063,2015,66,0.07575757575757576,0.0,0.0,0.0,0.0,0.07575757575757576
ABBY_063,2016,111,0.036036036036036036,0.0990990990990991,0.0,0.0,0.0,0.13513513513513514
ABBY_063,2017,128,0.03125,0.3359375,0.0,0.0,0.0,0.3671875
ABBY_063,2018,129,0.031007751937984496,0.14728682170542637,0.0,0.015503875968992248,0.0,0.17829457364341086
ABBY_063,2019,145,0.027586206896551724,0.0896551724137931,0.0,0.0,0.0,0.11724137931034483
ABBY_063,2020,99,0.030303030303030304,0.020202020202020204,0.0,0.0,0.0,0.05050505050505051
ABBY_063,2021,108,0.027777777777777776,0.018518518518518517,0.0,0.0,0.0,0.046296296296296294
ABBY_063,2022,110,0.03636363636363636,0.12727272727272726,0.0,0.0,0.00909090909090909,0.16363636363636364
ABBY_063,2023,123,0.024390243902439025,0.016260162601626018,0.0,0.0,0.0,0.04065040650406504
ABBY_063,2024,119,0.05042016806722689,0.008403361344537815,0.0,0.0,0.0,0.058823529411764705
ABBY_063,2025,122,0.04918032786885246,0.00819672131147541,0.0,0.0,0.0,0.05737704918032787
ABBY_064,2015,37,0.08108108108108109,0.0,0.0,0.0,0.0,0.08108108108108109
ABBY_064,2016,120,0.025,0.0,0.0,0.0,0.0,0.025
ABBY_064,2017,149,0.03355704697986577,0.06711409395973154,0.0,0.0,0.013422818791946308,0.10067114093959731
ABBY_064,2018,153,0.0392156862745098,0.10457516339869281,0.0,0.0,0.0,0.1437908496732026
ABBY_064,2019,209,0.0430622009569378,0.10526315789473684,0.0,0.0,0.0,0.14832535885167464
ABBY_064,2021,131,0.030534351145038167,0.09923664122137404,0.0,0.0,0.007633587786259542,0.1297709923664122
ABBY_065,2015,20,0.2,0.0,0.0,0.0,0.0,0.2
ABBY_065,2016,276,0.010869565217391304,0.028985507246376812,0.0,0.0,0.0,0.03985507246376811
ABBY_065,2017,123,0.04065040650406504,0.08130081300813008,0.0,0.0,0.008130081300813009,0.12195121951219512
ABBY_065,2018,83,0.0,0.012048192771084338,0.0,0.0,0.0,0.012048192771084338
ABBY_065,2021,135,0.044444444444444446,0.007407407407407408,0.0,0.0,0.007407407407407408,0.05185185185185186
ABBY_066,2015,73,0.1095890410958904,0.0,0.0,0.0,0.0,0.1095890410958904
ABBY_067,2015,34,0.0,0.0,0.0,0.0,0.0,0.0
ABBY_067,2016,47,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.0425531914893617
ABBY_067,2017,74,0.013513513513513514,0.17567567567567569,0.0,0.0,0.14864864864864866,0.1891891891891892
ABBY_067,2018,77,0.025974025974025976,0.07792207792207792,0.0,0.0,0.012987012987012988,0.1038961038961039
ABBY_067,2021,122,0.00819672131147541,0.00819672131147541,0.0,0.0,0.0,0.01639344262295082
ABBY_068,2015,39,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564
ABBY_068,2016,55,0.03636363636363636,0.05454545454545454,0.0,0.0,0.0,0.09090909090909091
ABBY_068,2017,96,0.052083333333333336,0.052083333333333336,0.0,0.0,0.03125,0.10416666666666667
ABBY_068,2018,103,0.05825242718446602,0.019417475728155338,0.0,0.0,0.0,0.07766990291262135
ABBY_068,2021,141,0.028368794326241134,0.014184397163120567,0.0,0.0,0.0,0.0425531914893617
ABBY_069,2015,59,0.01694915254237288,0.0,0.0,0.0,0.0,0.01694915254237288
ABBY_069,2016,157,0.006369426751592357,0.006369426751592357,0.0,0.0,0.0,0.012738853503184714
ABBY_069,2017,120,0.008333333333333333,0.13333333333333333,0.0,0.008333333333333333,0.025,0.14166666666666666
ABBY_069,2018,66,0.030303030303030304,0.21212121212121213,0.0,0.0,0.045454545454545456,0.24242424242424243
ABBY_069,2021,94,0.0425531914893617,0.10638297872340426,0.0,0.0,0.0,0.14893617021276595
ABBY_070,2015,40,0.025,0.0,0.0,0.0,0.0,0.025
ABBY_070,2016,85,0.0,0.0,0.0,0.0,0.0,0.0
ABBY_070,2017,118,0.01694915254237288,0.06779661016949153,0.0,0.0,0.0,0.0847457627118644
ABBY_070,2018,123,0.008130081300813009,0.3170731707317073,0.0,0.0,0.0,0.3252032520325203
ABBY_070,2020,126,0.007936507936507936,0.03968253968253968,0.0,0.0,0.0,0.047619047619047616
ABBY_070,2021,108,0.009259259259259259,0.018518518518518517,0.0,0.009259259259259259,0.0,0.027777777777777776
ABBY_070,2022,108,0.027777777777777776,0.046296296296296294,0.0,0.027777777777777776,0.0,0.07407407407407407
ABBY_070,2023,114,0.05263157894736842,0.008771929824561403,0.0,0.0,0.0,0.06140350877192982
ABBY_070,2024,114,0.07017543859649122,0.017543859649122806,0.0,0.0,0.0,0.08771929824561403
ABBY_070,2025,120,0.05,0.0,0.0,0.0,0.0,0.05
ABBY_073,2016,51,0.058823529411764705,0.1568627450980392,0.0,0.0,0.0,0.21568627450980393
ABBY_073,2017,55,0.09090909090909091,0.21818181818181817,0.0,0.0,0.0,0.3090909090909091
ABBY_073,2018,61,0.11475409836065574,0.18032786885245902,0.0,0.0,0.0,0.29508196721311475
ABBY_073,2019,73,0.0684931506849315,0.2054794520547945,0.0,0.0,0.0273972602739726,0.273972602739726
ABBY_073,2020,77,0.09090909090909091,0.09090909090909091,0.012987012987012988,0.0,0.0,0.18181818181818182
ABBY_073,2021,89,0.10112359550561797,0.07865168539325842,0.0,0.0,0.0,0.1797752808988764
ABBY_073,2022,94,0.11702127659574468,0.0425531914893617,0.0,0.0,0.0,0.1595744680851064
ABBY_073,2023,98,0.09183673469387756,0.061224489795918366,0.0,0.0,0.0,0.15306122448979592
ABBY_073,2024,103,0.06796116504854369,0.04854368932038835,0.0,0.0,0.0,0.11650485436893204
ABBY_073,2025,107,0.07476635514018691,0.056074766355140186,0.0,0.0,0.0,0.1308411214953271
ABBY_074,2016,114,0.008771929824561403,0.02631578947368421,0.0,0.0,0.0,0.03508771929824561
ABBY_074,2017,146,0.00684931506849315,0.07534246575342465,0.0,0.0,0.0,0.0821917808219178
ABBY_074,2018,44,0.022727272727272728,0.18181818181818182,0.0,0.0,0.0,0.20454545454545456
ABBY_074,2021,93,0.010752688172043012,0.010752688172043012,0.0,0.0,0.0,0.021505376344086023
ABBY_075,2016,48,0.0625,0.0,0.0,0.0,0.0,0.0625
ABBY_075,2017,70,0.04285714285714286,0.1,0.0,0.0,0.0,0.14285714285714285
ABBY_075,2018,78,0.038461538461538464,0.2948717948717949,0.0,0.0,0.0,0.33333333333333337
ABBY_075,2021,101,0.0297029702970297,0.18811881188118812,0.0,0.0,0.0,0.21782178217821782
