plotID,siteID,lon,lat
DELA_056,DELA,-87.80198,32.540988
DELA_047,DELA,-87.800368,32.539652
DELA_048,DELA,-87.799123,32.540206
DELA_049,DELA,-87.802307,32.542073
DELA_038,DELA,-87.806804,32.54229
DELA_023,DELA,-87.812539,32.541444
DELA_022,DELA,-87.816365,32.541156
DELA_021,DELA,-87.819123,32.526812
DELA_059,DELA,-87.803298,32.5429
LENO_061,LENO,-88.163277,31.857544
LENO_065,LENO,-88.162383,31.85809
LENO_062,LENO,-88.161742,31.857054
LENO_068,LENO,-88.16045,31.856752
LENO_067,LENO,-88.15917,31.857048
LENO_064,LENO,-88.160721,31.854295
LENO_063,LENO,-88.160393,31.855414
LENO_066,LENO,-88.161981,31.853763
LENO_069,LENO,-88.163255,31.852663
LENO_070,LENO,-88.161999,31.852662
LENO_003,LENO,-88.188214,31.808316
LENO_002,LENO,-88.193888,31.806908
LENO_014,LENO,-88.19903,31.810657
LENO_011,LENO,-88.183042,31.825952
LENO_005,LENO,-88.181484,31.82786
LENO_015,LENO,-88.191496,31.815894
LENO_010,LENO,-88.185679,31.809125
LENO_012,LENO,-88.179966,31.80812
LENO_009,LENO,-88.181314,31.811631
LENO_018,LENO,-88.184743,31.810782
LENO_006,LENO,-88.187361,31.814261
LENO_013,LENO,-88.199428,31.818481
LENO_007,LENO,-88.202238,31.812516
LENO_008,LENO,-88.189901,31.814243
LENO_022,LENO,-88.204159,31.815459
LENO_001,LENO,-88.177623,31.824646
LENO_016,LENO,-88.184532,31.817833
LENO_021,LENO,-88.170173,31.83445
LENO_017,LENO,-88.168348,31.841773
LENO_004,LENO,-88.182318,31.821083
LENO_019,LENO,-88.194691,31.818793
UKFS_032,UKFS,-95.19703,39.041659
UKFS_057,UKFS,-95.193596,39.042533
UKFS_051,UKFS,-95.193274,39.043335
UKFS_047,UKFS,-95.190752,39.040156
UKFS_055,UKFS,-95.197127,39.044352
UKFS_058,UKFS,-95.191082,39.039343
UKFS_060,UKFS,-95.197094,39.043013
UKFS_056,UKFS,-95.188548,39.03695
UKFS_054,UKFS,-95.189174,39.034222
UKFS_050,UKFS,-95.197907,39.035964
UKFS_046,UKFS,-95.195799,39.034931
UKFS_045,UKFS,-95.194835,39.037636
UKFS_043,UKFS,-95.194409,39.035201
UKFS_052,UKFS,-95.195145,39.03655
UKFS_059,UKFS,-95.191638,39.03528
UKFS_048,UKFS,-95.191972,39.034469
UKFS_049,UKFS,-95.189978,39.037194
UKFS_031,UKFS,-95.192035,39.036615
UKFS_044,UKFS,-95.187902,39.038041
UKFS_053,UKFS,-95.189322,39.039108
UKFS_007,UKFS,-95.205279,39.037233
UKFS_005,UKFS,-95.204735,39.054509
UKFS_004,UKFS,-95.202721,39.043184
UKFS_009,UKFS,-95.201392,39.045354
UKFS_006,UKFS,-95.198575,39.033807
UKFS_012,UKFS,-95.198263,39.045695
UKFS_002,UKFS,-95.208663,39.046329
UKFS_010,UKFS,-95.185979,39.052686
UKFS_003,UKFS,-95.188064,39.052642
UKFS_001,UKFS,-95.196953,39.037623
UKFS_011,UKFS,-95.18811,39.032382
UKFS_008,UKFS,-95.189911,39.033692
UKFS_017,UKFS,-95.198344,39.047564
UKFS_019,UKFS,-95.195736,39.031699
UKFS_016,UKFS,-95.188442,39.042666
UKFS_018,UKFS,-95.192935,39.053113
UKFS_014,UKFS,-95.195979,39.039804
UKFS_015,UKFS,-95.204399,39.0537
UKFS_013,UKFS,-95.198461,39.052723
UKFS_025,UKFS,-95.189541,39.055332
YELL_002,YELL,-110.634896,44.932467
YELL_016,YELL,-110.583711,44.965771
YELL_013,YELL,-110.542179,44.972918
YELL_006,YELL,-110.562787,44.971091
YELL_020,YELL,-110.648504,44.943866
YELL_008,YELL,-110.613808,44.959683
YELL_014,YELL,-110.618703,44.96698
YELL_001,YELL,-110.410361,44.917485
YELL_011,YELL,-110.59138,44.957159
YELL_004,YELL,-110.593234,44.962834
YELL_003,YELL,-110.533202,44.954777
YELL_010,YELL,-110.395165,44.916045
YELL_005,YELL,-110.631377,44.948383
YELL_007,YELL,-110.428945,44.917831
YELL_018,YELL,-110.494684,44.968661
YELL_023,YELL,-110.63332,44.938144
YELL_012,YELL,-110.433659,44.944613
YELL_009,YELL,-110.501884,44.970313
YELL_021,YELL,-110.418459,44.904015
YELL_022,YELL,-110.432189,44.938373
YELL_047,YELL,-110.534361,44.952354
YELL_054,YELL,-110.537032,44.953436
YELL_058,YELL,-110.535871,44.954246
YELL_044,YELL,-110.534358,44.953426
YELL_052,YELL,-110.539286,44.954799
YELL_055,YELL,-110.537775,44.954526
YELL_062,YELL,-110.53702,44.952359
YELL_056,YELL,-110.534349,44.951268
YELL_048,YELL,-110.536649,44.951273
YELL_060,YELL,-110.543091,44.954011
YELL_051,YELL,-110.541571,44.954277
YELL_053,YELL,-110.537804,44.949928
YELL_045,YELL,-110.536291,44.950204
YELL_046,YELL,-110.541582,44.952363
YELL_061,YELL,-110.540441,44.953449
YELL_049,YELL,-110.538939,44.951556
YELL_059,YELL,-110.540065,44.952375
YELL_043,YELL,-110.540081,44.950475
YELL_050,YELL,-110.543079,44.95508
YELL_057,YELL,-110.544609,44.95536
YELL_015,YELL,-110.38335,44.919496
BONA_072,BONA,-147.502131,65.157144
BONA_079,BONA,-147.50471,65.15847
BONA_070,BONA,-147.509712,65.153632
BONA_075,BONA,-147.507859,65.158209
BONA_078,BONA,-147.507861,65.156592
BONA_076,BONA,-147.502084,65.155812
BONA_082,BONA,-147.512298,65.156573
BONA_071,BONA,-147.507196,65.154979
BONA_087,BONA,-147.502127,65.158493
BONA_084,BONA,-147.512957,65.155247
BONA_080,BONA,-147.512286,65.153889
BONA_086,BONA,-147.511623,65.15282
BONA_088,BONA,-147.505953,65.15741
BONA_089,BONA,-147.511087,65.155778
BONA_085,BONA,-147.507156,65.153907
BONA_083,BONA,-147.49758,65.154212
BONA_074,BONA,-147.495004,65.154223
BONA_081,BONA,-147.498863,65.155823
BONA_077,BONA,-147.496312,65.15528
BONA_073,BONA,-147.496992,65.156626
BONA_014,BONA,-147.463406,65.17585
BONA_011,BONA,-147.535493,65.195526
BONA_001,BONA,-147.478155,65.174447
BONA_018,BONA,-147.537397,65.193366
BONA_023,BONA,-147.511225,65.16574
BONA_009,BONA,-147.520277,65.169192
BONA_002,BONA,-147.527149,65.163534
BONA_012,BONA,-147.539152,65.153226
BONA_008,BONA,-147.569318,65.156637
BONA_093,BONA,-147.504653,65.155786
BONA_007,BONA,-147.444473,65.193678
BONA_005,BONA,-147.588585,65.160855
BONA_021,BONA,-147.456573,65.151634
BONA_026,BONA,-147.477756,65.192484
BONA_022,BONA,-147.478421,65.1575
BONA_010,BONA,-147.473951,65.157503
BONA_003,BONA,-147.486275,65.201069
BONA_004,BONA,-147.536694,65.190675
BONA_006,BONA,-147.544089,65.176107
BONA_016,BONA,-147.507406,65.199927
BONA_013,BONA,-147.559452,65.17688
DEJU_050,DEJU,-145.757613,63.880773
DEJU_051,DEJU,-145.756523,63.878314
DEJU_049,DEJU,-145.739296,63.88086
DEJU_057,DEJU,-145.74124,63.878472
DEJU_047,DEJU,-145.739248,63.88224
DEJU_052,DEJU,-145.742293,63.881972
DEJU_045,DEJU,-145.742977,63.880889
DEJU_056,DEJU,-145.746585,63.881203
DEJU_061,DEJU,-145.744879,63.87929
DEJU_064,DEJU,-145.75948,63.88024
DEJU_054,DEJU,-145.761422,63.878098
DEJU_060,DEJU,-145.754647,63.8791
DEJU_046,DEJU,-145.753497,63.877756
DEJU_055,DEJU,-145.756002,63.876147
DEJU_063,DEJU,-145.756557,63.877252
DEJU_059,DEJU,-145.760666,63.881314
DEJU_048,DEJU,-145.753351,63.881243
DEJU_062,DEJU,-145.753398,63.880191
DEJU_058,DEJU,-145.759013,63.876998
DEJU_053,DEJU,-145.763712,63.881614
DEJU_010,DEJU,-145.751463,63.937523
DEJU_004,DEJU,-145.766038,63.912331
DEJU_003,DEJU,-145.751133,63.930794
DEJU_023,DEJU,-145.761389,63.934644
DEJU_008,DEJU,-145.761176,63.897474
DEJU_019,DEJU,-145.75105,63.891194
DEJU_005,DEJU,-145.75386,63.896876
DEJU_001,DEJU,-145.769965,63.89244
DEJU_007,DEJU,-145.726499,63.866754
DEJU_015,DEJU,-145.741425,63.87415
DEJU_017,DEJU,-145.780721,63.883388
DEJU_014,DEJU,-145.747612,63.831139
DEJU_006,DEJU,-145.748058,63.835171
DEJU_021,DEJU,-145.742041,63.860681
DEJU_002,DEJU,-145.720429,63.879623
DEJU_024,DEJU,-145.77447,63.887095
DEJU_016,DEJU,-145.759874,63.857875
DEJU_009,DEJU,-145.760668,63.853315
DEJU_018,DEJU,-145.755235,63.837932
DEJU_020,DEJU,-145.733569,63.845012
HEAL_072,HEAL,-149.217768,63.874967
HEAL_063,HEAL,-149.213458,63.874773
HEAL_070,HEAL,-149.210384,63.874539
HEAL_060,HEAL,-149.208549,63.874304
HEAL_071,HEAL,-149.207344,63.874602
HEAL_050,HEAL,-149.206114,63.874351
HEAL_067,HEAL,-149.210226,63.872125
HEAL_068,HEAL,-149.204963,63.874888
HEAL_064,HEAL,-149.204268,63.8741
HEAL_062,HEAL,-149.20905,63.872949
HEAL_061,HEAL,-149.213818,63.87126
HEAL_073,HEAL,-149.213929,63.872603
HEAL_052,HEAL,-149.212668,63.872083
HEAL_066,HEAL,-149.215103,63.872048
HEAL_058,HEAL,-149.2134,63.873693
HEAL_069,HEAL,-149.21519,63.873409
HEAL_048,HEAL,-149.210438,63.875088
HEAL_054,HEAL,-149.206228,63.875398
HEAL_053,HEAL,-149.219446,63.873334
HEAL_074,HEAL,-149.218255,63.873616
HEAL_056,HEAL,-149.215246,63.874216
HEAL_051,HEAL,-149.217694,63.87417
HEAL_065,HEAL,-149.221417,63.87465
HEAL_057,HEAL,-149.221445,63.875183
HEAL_046,HEAL,-149.216447,63.873367
HEAL_059,HEAL,-149.217564,63.872278
HEAL_055,HEAL,-149.222557,63.873815
HEAL_047,HEAL,-149.220657,63.872772
HEAL_010,HEAL,-149.263772,63.877228
HEAL_002,HEAL,-149.240036,63.871136
HEAL_003,HEAL,-149.22988,63.865625
HEAL_014,HEAL,-149.27372,63.886767
HEAL_022,HEAL,-149.212622,63.887474
HEAL_023,HEAL,-149.282289,63.887447
HEAL_021,HEAL,-149.264221,63.8907
HEAL_001,HEAL,-149.20477,63.88839
HEAL_016,HEAL,-149.202685,63.877347
HEAL_020,HEAL,-149.271288,63.871707
HEAL_006,HEAL,-149.287604,63.869586
HEAL_019,HEAL,-149.287199,63.894643
HEAL_011,HEAL,-149.301221,63.887138
HEAL_025,HEAL,-149.287886,63.87307
HEAL_018,HEAL,-149.249124,63.862656
HEAL_017,HEAL,-149.260444,63.866486
HEAL_004,HEAL,-149.273634,63.863602
HEAL_005,HEAL,-149.225089,63.897743
HEAL_015,HEAL,-149.209551,63.894284
HEAL_049,HEAL,-149.210328,63.873742
HEAL_026,HEAL,-149.18997,63.886716
HEAL_045,HEAL,-149.21903,63.875485
HEAL_024,HEAL,-149.287305,63.881158
