plotID,dhi_nyears,dhi_cum_mean,dhi_cum_trend,dhi_min_mean,dhi_min_trend,dhi_var_mean,dhi_var_trend
JERC_058,10,0.5663009848484848,-0.03383745179064239,0.35147000000000006,-0.011060000000006029,0.20598322047711087,0.0005923361910484422
JERC_059,10,0.6048317424242424,-0.04007880165290164,0.47385,-0.0330963636363709,0.12722583528554982,0.0068099831882434386
JERC_060,10,0.5847614935064935,-0.04097191656828909,0.48720500000000005,-0.03870151515152211,0.09569372439546549,0.006440343915423054
JERC_061,10,0.5789437500000001,-0.0399239967860511,0.4730899999999999,-0.036532121212127906,0.12006269623130539,0.007316159009709712
JERC_062,10,0.6101960795454546,-0.041827847796152666,0.5191399999999999,-0.03583151515152071,0.08733337842438886,0.003831276340066993
JERC_063,10,0.5453929924242424,-0.030840443067042568,0.359255,-0.014813030303038967,0.1951771579345669,0.0014313842593269151
JERC_064,10,0.592595018939394,-0.03968740243343522,0.49254,-0.022702424242436476,0.09716661762045457,-0.0038197102342729253
JERC_065,10,0.5616727462121213,-0.03871885789716242,0.42284,-0.026032727272736582,0.12803871357382107,0.0005070413815952408
JERC_066,10,0.5722575000000001,-0.03702237373738158,0.43489000000000005,-0.026926666666670738,0.14592730999646575,0.004765070887555163
MLBS_001,10,0.4850122736291486,-0.028999682506890785,0.254015,-0.024386363636368848,0.40543602054646827,0.018970722233663858
MLBS_002,10,0.49048407792207777,-0.032610200052479076,0.20469999999999997,-0.02597454545454841,0.44250755232407785,0.013402901581423664
MLBS_003,10,0.4828233468614719,-0.03136042473436121,0.18119,-0.012636969696969572,0.4614427161154485,0.009129470129589529
MLBS_004,10,0.5226097108585859,-0.02866271694215511,0.23131500000000002,-0.021104545454548634,0.4342310792832145,0.013495170879735093
MLBS_005,10,0.4836794343434344,-0.024739633302728,0.20961500000000002,-0.006626363636361578,0.43288496333111215,0.003933799985171437
MLBS_006,10,0.5213649356060606,-0.03890094008265141,0.32825,-0.035052727272735285,0.3472861650677005,0.02040158186299926
MLBS_007,10,0.5445877613636364,-0.04081634182737177,0.30524,-0.030486060606066498,0.36249126211050336,0.02684651229473478
MLBS_008,9,0.5166343843193844,-0.04010916973304414,0.22219444444444444,-0.032274999999999894,0.43193600220753103,0.031949033590543546
MLBS_009,10,0.48403614502164505,-0.03052461432507442,0.22944499999999995,-0.02166454545454929,0.4312865851301547,0.009615540982682207
MLBS_010,10,0.461837323051948,-0.028992546143257455,0.24318499999999998,-0.02505363636364362,0.4129914430052108,0.012152698171852914
MLBS_011,10,0.5035948825757577,-0.03698949288338523,0.255695,-0.026485757575763328,0.4098176828567016,0.01714109974053942
MLBS_012,10,0.5457600454545454,-0.041937936179989185,0.32569499999999996,-0.03529484848485674,0.3081594172652259,0.021097733764022054
MLBS_013,10,0.5641074918831169,-0.03765212465565434,0.34958,-0.03364060606061424,0.32874700641798543,0.023138808384461845
MLBS_014,10,0.5292444772727272,-0.030675245638207508,0.27681,-0.010198181818188752,0.3830481479850427,0.013299796169510537
MLBS_015,10,0.5527745555555555,-0.04010222222222979,0.299805,-0.029591818181824884,0.35434766918185495,0.021293748966382028
MLBS_016,10,0.5434122435064935,-0.03801842024138202,0.302325,-0.027370000000005897,0.3682762025227161,0.0191675414615588
MLBS_017,10,0.49222240007215,-0.039233960667284656,0.23384500000000003,-0.03220212121212706,0.4209354147562169,0.02223178153430901
MLBS_018,10,0.5184403636363637,-0.029100174471998256,0.24676,-0.031207272727279935,0.425457461595934,0.02799887842376334
MLBS_019,10,0.5533281875901876,-0.037693149678612634,0.33719000000000005,-0.01990303030304099,0.3344159796140913,0.016242387009379265
MLBS_020,10,0.5215056628787879,-0.03662627754821558,0.29358500000000004,-0.026831818181824302,0.355732729289823,0.016580282627029944
MLBS_061,10,0.47706673376623376,-0.03519722668241465,0.22976000000000002,-0.030705454545461044,0.4300686590304309,0.023725138865345427
MLBS_062,10,0.503920196969697,-0.03557275941231199,0.289215,-0.018946363636369232,0.3322151393992281,0.01216759886604918
MLBS_063,10,0.4824527386363636,-0.03140356450873013,0.23847000000000002,-0.021180000000004653,0.41957329917021513,0.0013755307614239977
MLBS_064,10,0.47905130086580083,-0.033814743539294305,0.17604999999999998,-0.02013272727272862,0.4720361478904748,0.012613905786136559
MLBS_065,10,0.4875595919913421,-0.03430968089991562,0.24803000000000003,-0.026044848484854544,0.3970325459070635,0.011469935351670365
MLBS_066,10,0.46951192045454543,-0.037089997933891033,0.21544,-0.026598181818186108,0.4345425245971616,0.020747288767902758
MLBS_067,10,0.4832429025974026,-0.037466991210815793,0.20707,-0.021732121212125775,0.4502339788356937,0.010333139042563139
MLBS_068,10,0.5092214112554112,-0.041425480125941494,0.251095,-0.03321727272727749,0.3579057481120964,0.013940379077019801
MLBS_069,10,0.5020129123376623,-0.03835383425161428,0.23000500000000001,-0.0309457575757634,0.45205950869197126,0.018714405377441228
MLBS_070,10,0.4985851022727273,-0.03325838957760024,0.21714499999999998,-0.011973030303036033,0.39330204511009387,0.006702651521375753
MLBS_071,10,0.5022389166666665,-0.03993468968910627,0.28788,-0.030038787878794042,0.35216222347515436,0.015238373477585948
MLBS_072,10,0.4974964161255412,-0.03882805670340477,0.26328,-0.03417454545455174,0.37123970781083293,0.01704102009913748
MLBS_073,10,0.4768469155844155,-0.03789791879837983,0.199785,-0.029319090909095392,0.45280662989799636,0.020676648061783136
MLBS_074,10,0.48448584523809524,-0.03949180932704386,0.20425999999999997,-0.03360424242424776,0.4652343945778551,0.02301206554703018
MLBS_075,10,0.4941423538961039,-0.03253860310901955,0.22931500000000002,-0.02829303030303675,0.4318382868376417,0.009225129696327829
MLBS_076,10,0.49277264610389604,-0.036631112750891905,0.18482499999999996,-0.026324545454548168,0.4520483703002579,0.01915143251391342
ORNL_001,10,0.5824843156565657,-0.04536942011020303,0.29810499999999995,-0.018096666666675084,0.3060562487474646,0.012188239507555852
ORNL_002,10,0.571242101010101,-0.03906420538721286,0.221325,-0.00761727272727743,0.42042410093032806,0.0065353150547987435
ORNL_003,10,0.44156790656565653,-0.03369751285583882,0.19488,-0.019876363636365583,0.3767351567902372,0.024229812044271444
ORNL_004,10,0.5680037323232323,-0.04237077930824152,0.27497000000000005,-0.017377575757583634,0.3745507847493309,0.010898598295673542
ORNL_006,10,0.44295422619047614,-0.056640054637295004,0.17723,-0.044189090909103945,0.5713410359571979,0.053697243632802295
ORNL_007,10,0.4614638055555556,-0.046679154116934296,0.240305,-0.033868787878788234,0.3390852315321087,0.0292711895291988
ORNL_008,10,0.5697800883838384,-0.04192490342823045,0.27715999999999996,-0.018349696969705936,0.3773195299254578,0.01185579159601932
ORNL_009,10,0.576458345959596,-0.041637625497407925,0.28286500000000003,-0.005594242424250632,0.3374637310945347,0.0054717634176672195
ORNL_010,10,0.5743067828282828,-0.049993399755134296,0.35746500000000003,-0.05134454545454709,0.27756024508632204,0.0256131555769956
ORNL_012,10,0.5781082373737373,-0.04272975818794878,0.29518000000000005,-0.021300606060615315,0.3537721785675859,0.013298916652101256
ORNL_014,9,0.42782776515151516,-0.07164551010100845,0.1559611111111111,-0.05656249999999883,0.5562651152472156,0.06715947655864955
ORNL_015,10,0.5655436616161615,-0.03700371288644981,0.30244499999999996,-0.011087575757586619,0.3272807600654559,0.006476489429339285
ORNL_017,10,0.5762979318181818,-0.04170563957760104,0.28186999999999995,-0.0256866666666707,0.3660771385950989,0.019032248925102874
ORNL_018,10,0.5755357979797979,-0.04490025374962648,0.30333000000000004,-0.028183030303038276,0.33282937527105905,0.020306253318984533
ORNL_019,10,0.4288994206349206,-0.06447895286196466,0.19529999999999997,-0.053395757575767464,0.5009813676614767,0.053001111832410124
ORNL_021,10,0.41368029545454554,-0.05060124471993986,0.15389999999999998,-0.03148606060606805,0.45189335374562684,0.03914929209565225
ORNL_027,10,0.5805698005050506,-0.04251646143251867,0.372495,-0.02600090909092434,0.21805819628179934,0.004224117631668422
ORNL_029,10,0.5627698484848486,-0.03840874043466016,0.33919999999999995,-0.013080606060614303,0.27114039730479544,-0.0012399872606351859
ORNL_031,10,0.5082770808080809,-0.02947966911540575,0.293955,-0.018217272727276187,0.2817463071105772,0.014586379732123124
ORNL_032,10,0.6166429242424243,-0.045606692378338906,0.39828,-0.0253351515151633,0.22060862572255036,0.005780066709144776
ORNL_033,10,0.45904742171717183,-0.058658342669130975,0.13713,-0.023903636363644707,0.4685180504958012,0.023307389451387196
ORNL_035,10,0.606666717171717,-0.049301672788500256,0.4039400000000001,-0.04690666666667059,0.2034473597341589,0.017083535381600373
ORNL_036,10,0.5516935290404039,-0.042425043235394574,0.27189499999999994,-0.01609666666667594,0.35136749984443916,0.01599419279174364
ORNL_037,10,0.5590616515151515,-0.04461490449954744,0.33584,-0.04616727272727416,0.31738725995807615,0.029856849638958672
ORNL_043,10,0.5599780845959597,-0.04601078183349492,0.33685,-0.04360666666666865,0.2938290141638568,0.02989133743228914
ORNL_044,10,0.4494162348484848,-0.04693263865933368,0.20343999999999998,-0.039604242424251326,0.4321418971291198,0.040151536574826424
ORNL_045,10,0.5182036111111111,-0.03730456994185128,0.263235,-0.012290000000006024,0.350136137739783,0.010431316220964628
ORNL_046,10,0.5531013308080809,-0.0447256998775722,0.343205,-0.04382636363636639,0.29540568177711546,0.027292786190827905
ORNL_049,10,0.5581472853535353,-0.036781211355991675,0.24847999999999998,-0.014712727272732264,0.3762425700487852,0.01166791350619225
ORNL_050,10,0.5260713446969696,-0.03992487258954115,0.29017,-0.014309090909098357,0.2762978652813835,0.009978280572974518
ORNL_051,10,0.5310577272727273,-0.04006596571779058,0.2625,-0.023526060606063937,0.36344365893616404,0.02006589533023584
ORNL_052,10,0.5706774368686868,-0.041425459902058086,0.29669500000000004,-0.02280454545455125,0.36305859351372144,0.01675862795382826
ORNL_053,10,0.45896287752525244,-0.03366133616468246,0.2996549999999999,-0.03283909090909248,0.29081811336269536,0.020477745600978804
ORNL_054,10,0.5461680997474747,-0.0395648442761034,0.273565,-0.010599696969704132,0.31717594804400434,0.005727342402198526
